Type,Province,Town,Bedrooms,Stage,Sale_Count,Rent_Count,Sale_Median_Bathrooms,Rent_Median_Bathrooms,Sale_Median_IntArea,Rent_Median_IntArea,Sale_Median_ExtArea,Rent_Median_ExtArea,Sale_Min_Price,Sale_Max_Price,Sale_Median_Price,Rent_Min_Price,Rent_Max_Price,Rent_Median_Price,Downpayment,Loan,Repayment_Monthly,Vacancy_Monthly,Repairs_Monthly,Management_Monthly,Net_Rent_Monthly,Net_Rent_Year,Total_Years,CoC_Return
Apartment,East,Swieqi,1.0,Furnished,3,242,1.0,1.0,45.0,1.0,4.0,1.0,213000.0,290000.0,220000.0,500.0,2000.0,850.0,22000.0,198000.0,947.56,42.5,42.5,85.0,-267.56,-3210.72,51.96,-14.59
Penthouse,East,Gzira,1.0,Finished,22,159,1.5,1.0,71.5,65.0,26.0,17.5,190000.0,500000.0,285000.0,500.0,2160.0,1100.0,28500.0,256500.0,1227.52,55.0,55.0,110.0,-347.52,-4170.25,51.99,-14.63
Apartment,Central,Qormi,1.0,Finished,12,7,1.0,1.0,58.0,1.0,2.0,1.0,156000.0,190000.0,168500.0,500.0,800.0,650.0,16850.0,151650.0,725.74,32.5,32.5,65.0,-205.74,-2468.94,52.0,-14.65
Apartment,East,Sliema,2.0,Unclassified,35,3561,2.0,2.0,90.0,85.0,10.0,10.0,193000.0,575000.0,350000.0,575.0,7000.0,1350.0,35000.0,315000.0,1507.48,67.5,67.5,135.0,-427.48,-5129.78,52.01,-14.66
Penthouse,Central,Balzan,2.0,Shell,5,34,2.0,2.0,103.0,86.0,105.0,20.0,295000.0,416000.0,350000.0,950.0,1800.0,1350.0,35000.0,315000.0,1507.48,67.5,67.5,135.0,-427.48,-5129.78,52.01,-14.66
Townhouse,Central,Hamrun,4.0,Furnished,3,3,3.0,2.0,,,,,320000.0,478000.0,415000.0,1500.0,2500.0,1600.0,41500.0,373500.0,1787.44,80.0,80.0,160.0,-507.44,-6089.31,52.02,-14.67
Apartment,South,Qrendi,2.0,Finished,12,9,2.0,1.0,,,,,176000.0,281000.0,194500.0,650.0,1100.0,750.0,19450.0,175050.0,837.73,37.5,37.5,75.0,-237.73,-2852.75,52.01,-14.67
Maisonette,Central,Birkirkara,2.0,Plan,4,55,2.0,2.0,88.0,5.5,9.0,5.5,240000.0,275000.0,240000.0,650.0,2100.0,925.0,24000.0,216000.0,1033.7,46.25,46.25,92.5,-293.7,-3524.42,52.03,-14.69
Maisonette,Central,Balzan,3.0,Finished,9,35,2.0,2.0,152.0,1.0,30.0,40.5,385000.0,420000.0,390000.0,850.0,2200.0,1500.0,39000.0,351000.0,1679.77,75.0,75.0,150.0,-479.77,-5757.18,52.08,-14.76
Apartment,Central,Mosta,2.0,Furnished,24,210,2.0,2.0,120.0,40.5,5.0,1.0,230000.0,375000.0,247000.0,500.0,1700.0,950.0,24700.0,222300.0,1063.85,47.5,47.5,95.0,-303.85,-3646.22,52.08,-14.76
Apartment,Gozo,Gozo - Nadur,3.0,Plan,3,86,2.0,2.0,115.0,0.0,13.0,10.0,180000.0,315500.0,195000.0,450.0,2100.0,750.0,19500.0,175500.0,839.88,37.5,37.5,75.0,-239.88,-2878.59,52.08,-14.76
Apartment,Central,Birkirkara,3.0,Plan,25,290,2.0,2.0,120.5,1.0,12.0,1.0,215000.0,310000.0,260000.0,650.0,1900.0,1000.0,26000.0,234000.0,1119.84,50.0,50.0,100.0,-319.84,-3838.12,52.08,-14.76
Maisonette,East,Gzira,3.0,Furnished,3,50,2.0,2.0,125.0,55.0,15.0,10.5,260000.0,350000.0,345000.0,900.0,1800.0,1325.0,34500.0,310500.0,1485.95,66.25,66.25,132.5,-425.95,-5111.35,52.12,-14.82
Apartment,South,Tarxien,3.0,Finished,74,49,2.0,2.0,123.0,1.0,18.0,1.0,220000.0,280000.0,234500.0,650.0,2000.0,900.0,23450.0,211050.0,1010.01,45.0,45.0,90.0,-290.01,-3480.15,52.14,-14.84
Penthouse,Central,Birkirkara,1.0,Finished,14,33,1.0,1.0,62.0,23.0,34.0,1.0,185000.0,245000.0,221500.0,650.0,1150.0,850.0,22150.0,199350.0,954.02,42.5,42.5,85.0,-274.02,-3288.25,52.14,-14.85
Apartment,East,Kappara,3.0,Furnished,3,90,2.0,2.0,126.0,135.0,4.0,15.0,350000.0,395000.0,365000.0,850.0,2100.0,1400.0,36500.0,328500.0,1572.09,70.0,70.0,140.0,-452.09,-5425.06,52.16,-14.86
Apartment,Central,Mosta,1.0,Unclassified,4,22,1.0,1.0,69.5,1.0,7.0,1.0,190000.0,270000.0,195500.0,500.0,850.0,750.0,19550.0,175950.0,842.04,37.5,37.5,75.0,-242.04,-2904.43,52.15,-14.86
Penthouse,East,Kappara,2.0,Plan,4,16,2.0,2.0,99.0,,44.0,,365000.0,390000.0,365000.0,1100.0,2000.0,1400.0,36500.0,328500.0,1572.09,70.0,70.0,140.0,-452.09,-5425.06,52.16,-14.86
Apartment,North,Mellieha,3.0,Plan,138,491,2.0,2.0,152.0,122.5,18.0,18.5,219300.0,585500.0,303500.0,600.0,3800.0,1164.0,30350.0,273150.0,1307.2,58.2,58.2,116.4,-376.0,-4512.02,52.16,-14.87
Apartment,East,Pembroke,3.0,Finished,14,23,2.0,2.0,112.5,0.0,15.0,10.0,350000.0,495000.0,417500.0,1000.0,2400.0,1600.0,41750.0,375750.0,1798.21,80.0,80.0,160.0,-518.21,-6218.52,52.18,-14.89
Apartment,Central,Attard,2.0,Shell,10,92,2.0,2.0,90.0,40.5,7.0,3.0,223000.0,389000.0,235000.0,650.0,1800.0,900.0,23500.0,211500.0,1012.17,45.0,45.0,90.0,-292.17,-3505.99,52.2,-14.92
Penthouse,Central,Hamrun,2.0,Unclassified,11,19,2.0,2.0,85.5,75.0,23.2,10.5,200000.0,255000.0,235000.0,700.0,1500.0,900.0,23500.0,211500.0,1012.17,45.0,45.0,90.0,-292.17,-3505.99,52.2,-14.92
Penthouse,East,Msida,1.0,Plan,6,145,1.0,1.0,62.0,1.0,24.0,1.0,189900.0,265000.0,235000.0,600.0,2100.0,900.0,23500.0,211500.0,1012.17,45.0,45.0,90.0,-292.17,-3505.99,52.2,-14.92
Townhouse,Central,Hamrun,2.0,Unclassified,6,8,1.0,2.0,115.0,1.0,6.0,1.0,185000.0,380000.0,255000.0,550.0,4000.0,975.0,25500.0,229500.0,1098.31,48.75,48.75,97.5,-318.31,-3819.7,52.24,-14.98
Apartment,Central,Lija,3.0,Finished,8,99,2.0,2.0,120.0,110.0,20.0,15.0,276000.0,420000.0,340000.0,750.0,2100.0,1300.0,34000.0,306000.0,1464.41,65.0,65.0,130.0,-424.41,-5092.93,52.24,-14.98
Apartment,Central,Lija,3.0,Plan,4,99,2.0,2.0,125.0,110.0,21.0,15.0,320000.0,405000.0,340000.0,750.0,2100.0,1300.0,34000.0,306000.0,1464.41,65.0,65.0,130.0,-424.41,-5092.93,52.24,-14.98
Apartment,Central,Qormi,3.0,Unclassified,35,74,2.0,2.0,124.21,120.0,13.0,10.0,220000.0,409000.0,255000.0,750.0,2100.0,975.0,25500.0,229500.0,1098.31,48.75,48.75,97.5,-318.31,-3819.7,52.24,-14.98
Penthouse,Central,Iklin,1.0,Finished,8,7,1.0,1.0,57.0,,50.5,,250000.0,350000.0,275000.0,885.0,1250.0,1050.0,27500.0,247500.0,1184.45,52.5,52.5,105.0,-344.45,-4133.4,52.28,-15.03
Apartment,Central,Balzan,2.0,Shell,13,43,2.0,2.0,89.0,100.0,6.0,17.0,179000.0,255000.0,236000.0,600.0,2500.0,900.0,23600.0,212400.0,1016.47,45.0,45.0,90.0,-296.47,-3557.68,52.31,-15.07
Apartment,Central,Santa Venera,2.0,Furnished,5,91,1.0,1.0,,40.5,,1.0,215000.0,250000.0,223000.0,600.0,1200.0,850.0,22300.0,200700.0,960.48,42.5,42.5,85.0,-280.48,-3365.77,52.33,-15.09
Apartment,East,San Gwann,3.0,Furnished,11,358,2.0,2.0,118.5,100.0,6.0,21.5,270000.0,445000.0,315000.0,700.0,2500.0,1200.0,31500.0,283500.0,1356.73,60.0,60.0,120.0,-396.73,-4760.8,52.34,-15.11
Apartment,Central,Hamrun,2.0,Plan,19,54,2.0,1.0,85.0,73.5,10.0,,157000.0,239000.0,210000.0,600.0,1200.0,800.0,21000.0,189000.0,904.49,40.0,40.0,80.0,-264.49,-3173.87,52.34,-15.11
Apartment,North,Bugibba,2.0,Unclassified,11,334,2.0,1.0,88.0,55.0,15.0,10.0,159000.0,414000.0,210000.0,500.0,2000.0,800.0,21000.0,189000.0,904.49,40.0,40.0,80.0,-264.49,-3173.87,52.34,-15.11
Apartment,South,Zabbar,2.0,Finished,84,51,2.0,1.0,81.0,75.0,10.0,5.0,165000.0,305000.0,197000.0,550.0,1250.0,750.0,19700.0,177300.0,848.5,37.5,37.5,75.0,-248.5,-2981.96,52.36,-15.14
Apartment,Central,Mosta,2.0,Finished,106,210,2.0,2.0,98.0,40.5,9.0,1.0,179000.0,420000.0,250000.0,500.0,1700.0,950.0,25000.0,225000.0,1076.77,47.5,47.5,95.0,-316.77,-3801.27,52.41,-15.21
Apartment,Gozo,Gozo - Sannat,2.0,Unclassified,13,12,2.0,1.0,96.0,,5.5,,154000.0,183000.0,158000.0,400.0,850.0,600.0,15800.0,142200.0,680.52,30.0,30.0,60.0,-200.52,-2406.24,52.43,-15.23
Apartment,South,Marsa,3.0,Unclassified,4,9,1.0,1.0,,,,,198000.0,233000.0,224000.0,850.0,1100.0,850.0,22400.0,201600.0,964.79,42.5,42.5,85.0,-284.79,-3417.46,52.45,-15.26
Apartment,North,Qawra,3.0,Shell,16,486,2.0,2.0,121.0,100.0,20.0,10.0,225000.0,314000.0,238500.0,550.0,2800.0,905.0,23850.0,214650.0,1027.24,45.25,45.25,90.5,-303.24,-3638.89,52.45,-15.26
Penthouse,East,Gzira,1.0,Furnished,11,159,1.0,1.0,46.0,65.0,10.0,17.5,230000.0,339000.0,290000.0,500.0,2160.0,1100.0,29000.0,261000.0,1249.06,55.0,55.0,110.0,-369.06,-4428.67,52.46,-15.27
Apartment,Central,Mosta,1.0,Plan,10,22,1.0,1.0,80.0,1.0,5.0,1.0,185000.0,249000.0,198000.0,500.0,850.0,750.0,19800.0,178200.0,852.8,37.5,37.5,75.0,-252.8,-3033.65,52.5,-15.32
Apartment,East,Ta' Xbiex,1.0,Finished,3,50,1.0,1.0,0.0,1.0,5.0,1.0,198000.0,237000.0,198000.0,500.0,1400.0,750.0,19800.0,178200.0,852.8,37.5,37.5,75.0,-252.8,-3033.65,52.5,-15.32
Townhouse,South,Cospicua,3.0,Furnished,18,16,2.0,2.0,118.0,112.5,16.5,10.5,175000.0,1100000.0,383500.0,950.0,2100.0,1450.0,38350.0,345150.0,1651.77,72.5,72.5,145.0,-491.77,-5901.23,52.55,-15.39
Maisonette,North,Burmarrad,3.0,Shell,3,3,2.0,2.0,128.0,160.0,32.0,60.0,224500.0,264500.0,264500.0,1000.0,1550.0,1000.0,26450.0,238050.0,1139.23,50.0,50.0,100.0,-339.23,-4070.7,52.55,-15.39
Maisonette,East,Kappara,2.0,Finished,4,28,2.0,1.5,,80.0,,,285000.0,365000.0,317500.0,850.0,1700.0,1200.0,31750.0,285750.0,1367.5,60.0,60.0,120.0,-407.5,-4890.01,52.56,-15.4
Townhouse,Central,Hamrun,2.0,Furnished,8,8,2.0,2.0,108.0,1.0,7.0,1.0,199000.0,287000.0,258000.0,550.0,4000.0,975.0,25800.0,232200.0,1111.23,48.75,48.75,97.5,-331.23,-3974.75,52.56,-15.41
Apartment,Central,Santa Venera,2.0,Plan,50,91,2.0,1.0,100.0,40.5,6.0,1.0,165000.0,265000.0,225000.0,600.0,1200.0,850.0,22500.0,202500.0,969.1,42.5,42.5,85.0,-289.1,-3469.14,52.57,-15.42
Apartment,North,Saint Paul's Bay,2.0,Shell,12,549,2.0,2.0,80.5,62.5,9.5,5.0,162000.0,245000.0,225000.0,500.0,3000.0,850.0,22500.0,202500.0,969.1,42.5,42.5,85.0,-289.1,-3469.14,52.57,-15.42
Penthouse,Central,Birkirkara,1.0,Unclassified,3,33,2.0,1.0,71.0,23.0,51.0,1.0,218000.0,233000.0,225000.0,650.0,1150.0,850.0,22500.0,202500.0,969.1,42.5,42.5,85.0,-289.1,-3469.14,52.57,-15.42
Apartment,East,Msida,2.0,Furnished,21,921,2.0,2.0,80.0,75.0,6.0,5.0,197000.0,405000.0,245000.0,525.0,2400.0,925.0,24500.0,220500.0,1055.24,46.25,46.25,92.5,-315.24,-3782.85,52.59,-15.44
Apartment,Central,Birkirkara,3.0,Shell,35,290,2.0,2.0,120.0,1.0,10.0,1.0,200000.0,385000.0,265000.0,650.0,1900.0,1000.0,26500.0,238500.0,1141.38,50.0,50.0,100.0,-341.38,-4096.55,52.6,-15.46
Apartment,East,Swieqi,3.0,Furnished,30,1534,2.0,2.0,115.0,120.0,9.0,13.0,298000.0,600000.0,397500.0,650.0,3500.0,1500.0,39750.0,357750.0,1712.07,75.0,75.0,150.0,-512.07,-6144.82,52.6,-15.46
Apartment,East,Swieqi,2.0,Finished,32,775,2.0,2.0,84.0,80.0,6.0,10.0,220000.0,525000.0,344500.0,650.0,2900.0,1300.0,34450.0,310050.0,1483.79,65.0,65.0,130.0,-443.79,-5325.51,52.6,-15.46
Penthouse,South,Paola,1.0,Unclassified,3,4,1.0,1.5,71.62,,25.02,,175000.0,300000.0,265000.0,750.0,1200.0,1000.0,26500.0,238500.0,1141.38,50.0,50.0,100.0,-341.38,-4096.55,52.6,-15.46
Maisonette,East,Msida,3.0,Finished,15,23,2.0,2.0,109.0,104.0,24.0,25.0,235000.0,292000.0,265000.0,750.0,2200.0,1000.0,26500.0,238500.0,1141.38,50.0,50.0,100.0,-341.38,-4096.55,52.6,-15.46
Apartment,Central,Qormi,2.0,Finished,54,49,2.0,2.0,86.0,40.5,10.0,5.5,171000.0,350000.0,212000.0,600.0,1750.0,800.0,21200.0,190800.0,913.1,40.0,40.0,80.0,-273.1,-3277.24,52.6,-15.46
Apartment,South,Gudja,3.0,Plan,18,26,2.0,2.0,115.0,65.5,10.0,4.0,242000.0,275000.0,265000.0,700.0,1500.0,1000.0,26500.0,238500.0,1141.38,50.0,50.0,100.0,-341.38,-4096.55,52.6,-15.46
Penthouse,Central,Qormi,3.0,Plan,19,17,2.0,2.0,120.0,110.0,33.0,10.0,249000.0,400000.0,318400.0,800.0,1750.0,1200.0,31840.0,286560.0,1371.38,60.0,60.0,120.0,-411.38,-4936.53,52.64,-15.5
Apartment,East,Pembroke,2.0,Shell,3,33,2.0,2.0,99.0,1.0,22.0,1.0,345000.0,350000.0,345000.0,800.0,1600.0,1300.0,34500.0,310500.0,1485.95,65.0,65.0,130.0,-445.95,-5351.35,52.64,-15.51
Apartment,Central,Qormi,2.0,Unclassified,28,49,2.0,2.0,87.0,40.5,8.0,5.5,175000.0,280650.0,212500.0,600.0,1750.0,800.0,21250.0,191250.0,915.26,40.0,40.0,80.0,-275.26,-3303.08,52.67,-15.54
Townhouse,South,Zabbar,3.0,Shell,6,17,2.0,3.0,70.0,,25.0,,296500.0,445000.0,319000.0,750.0,2100.0,1200.0,31900.0,287100.0,1373.96,60.0,60.0,120.0,-413.96,-4967.54,52.69,-15.57
Maisonette,East,Sliema,2.0,Finished,8,143,2.0,2.0,42.0,85.0,8.5,15.0,280000.0,420000.0,319000.0,750.0,2900.0,1200.0,31900.0,287100.0,1373.96,60.0,60.0,120.0,-413.96,-4967.54,52.69,-15.57
Maisonette,Central,Mosta,2.0,Furnished,5,48,2.0,2.0,,75.0,,12.5,238500.0,375000.0,266000.0,500.0,1700.0,1000.0,26600.0,239400.0,1145.69,50.0,50.0,100.0,-345.69,-4148.23,52.71,-15.59
Apartment,Central,Naxxar,2.0,Finished,36,273,2.0,2.0,98.0,70.0,9.5,8.0,235000.0,335000.0,266000.0,530.0,2400.0,1000.0,26600.0,239400.0,1145.69,50.0,50.0,100.0,-345.69,-4148.23,52.71,-15.59
Apartment,Central,Birkirkara,3.0,Finished,62,290,2.0,2.0,142.0,1.0,19.5,1.0,195000.0,399000.0,266000.0,650.0,1900.0,1000.0,26600.0,239400.0,1145.69,50.0,50.0,100.0,-345.69,-4148.23,52.71,-15.59
Apartment,South,Kalkara,3.0,Finished,35,59,2.0,2.0,114.5,152.0,20.0,10.0,223000.0,385000.0,293000.0,650.0,3000.0,1100.0,29300.0,263700.0,1261.98,55.0,55.0,110.0,-381.98,-4583.73,52.75,-15.64
Apartment,Gozo,Gozo - Xlendi,3.0,Finished,3,37,2.0,2.0,,110.0,,12.5,135000.0,160000.0,160000.0,400.0,2300.0,600.0,16000.0,144000.0,689.13,30.0,30.0,60.0,-209.13,-2509.61,52.78,-15.69
Apartment,Gozo,Gozo - Victoria,3.0,Plan,21,127,2.0,2.0,131.0,90.0,15.0,10.0,153000.0,300000.0,200000.0,450.0,2100.0,750.0,20000.0,180000.0,861.42,37.5,37.5,75.0,-261.42,-3137.02,52.78,-15.69
Apartment,South,Ghaxaq,3.0,Finished,204,45,2.0,2.0,104.0,124.0,13.0,17.0,220000.0,372000.0,240000.0,600.0,1200.0,900.0,24000.0,216000.0,1033.7,45.0,45.0,90.0,-313.7,-3764.42,52.78,-15.69
Apartment,East,Sliema,2.0,Finished,88,3561,2.0,2.0,88.0,85.0,4.0,10.0,275000.0,595000.0,360000.0,575.0,7000.0,1350.0,36000.0,324000.0,1550.55,67.5,67.5,135.0,-470.55,-5646.63,52.78,-15.69
Penthouse,Central,Qormi,3.0,Finished,27,17,2.0,2.0,120.0,110.0,35.0,10.0,266000.0,455000.0,320000.0,800.0,1750.0,1200.0,32000.0,288000.0,1378.27,60.0,60.0,120.0,-418.27,-5019.23,52.78,-15.69
Penthouse,East,San Gwann,3.0,Plan,12,45,2.0,2.0,110.0,117.5,24.0,35.0,350000.0,650000.0,400000.0,750.0,4000.0,1500.0,40000.0,360000.0,1722.84,75.0,75.0,150.0,-522.84,-6274.03,52.78,-15.69
Apartment,South,Marsaxlokk,2.0,Shell,8,46,2.0,1.0,0.0,1.0,7.0,1.0,195000.0,225000.0,213500.0,600.0,2100.0,800.0,21350.0,192150.0,919.56,40.0,40.0,80.0,-279.56,-3354.77,52.8,-15.71
Penthouse,South,Paola,2.0,Plan,4,7,2.0,1.0,87.0,1.0,21.0,1.0,192000.0,302500.0,213500.0,650.0,1500.0,800.0,21350.0,192150.0,919.56,40.0,40.0,80.0,-279.56,-3354.77,52.8,-15.71
Apartment,Central,Qormi,3.0,Shell,18,74,2.0,2.0,93.0,120.0,14.0,10.0,185000.0,330000.0,260500.0,750.0,2100.0,975.0,26050.0,234450.0,1122.0,48.75,48.75,97.5,-342.0,-4103.96,52.83,-15.75
Maisonette,East,Swieqi,2.0,Finished,4,214,2.0,2.0,104.0,1.0,25.0,1.0,321000.0,375000.0,347500.0,700.0,2800.0,1300.0,34750.0,312750.0,1496.71,65.0,65.0,130.0,-456.71,-5480.57,52.84,-15.77
Apartment,Gozo,Gozo - San Lawrenz,3.0,Unclassified,4,7,3.5,2.0,160.5,,17.0,,255000.0,280000.0,267500.0,600.0,1500.0,1000.0,26750.0,240750.0,1152.15,50.0,50.0,100.0,-352.15,-4225.76,52.86,-15.8
Penthouse,South,Zabbar,2.0,Shell,4,15,1.0,1.5,78.5,120.0,32.5,10.0,213000.0,345000.0,227500.0,575.0,1300.0,850.0,22750.0,204750.0,979.86,42.5,42.5,85.0,-299.86,-3598.36,52.88,-15.82
Apartment,Central,Santa Venera,2.0,Finished,62,91,2.0,1.0,86.0,40.5,8.0,1.0,160000.0,372000.0,227500.0,600.0,1200.0,850.0,22750.0,204750.0,979.86,42.5,42.5,85.0,-299.86,-3598.36,52.88,-15.82
Townhouse,Central,Birkirkara,4.0,Unclassified,3,4,3.0,2.5,,,,,375000.0,410000.0,375000.0,1200.0,1750.0,1400.0,37500.0,337500.0,1615.16,70.0,70.0,140.0,-495.16,-5941.91,52.9,-15.85
Penthouse,Central,Qormi,1.0,Plan,5,5,2.0,1.0,54.0,,18.0,,150000.0,320000.0,201000.0,700.0,850.0,750.0,20100.0,180900.0,865.73,37.5,37.5,75.0,-265.73,-3188.7,52.92,-15.86
Apartment,East,Swieqi,4.0,Unclassified,8,103,2.0,2.0,145.0,145.0,15.0,13.0,330000.0,445000.0,402000.0,900.0,2300.0,1500.0,40200.0,361800.0,1731.45,75.0,75.0,150.0,-531.45,-6377.4,52.92,-15.86
Apartment,North,Bugibba,3.0,Plan,34,248,2.0,2.0,128.0,110.0,20.0,20.0,190000.0,595000.0,258000.0,500.0,2000.0,962.5,25800.0,232200.0,1111.23,48.12,48.12,96.25,-341.23,-4094.75,52.92,-15.87
Apartment,East,San Gwann,3.0,Finished,58,358,2.0,2.0,145.0,100.0,24.0,21.5,231000.0,385000.0,322000.0,700.0,2500.0,1200.0,32200.0,289800.0,1386.88,60.0,60.0,120.0,-426.88,-5122.6,52.95,-15.91
Apartment,Central,Birkirkara,3.0,Unclassified,26,290,2.0,2.0,125.0,1.0,11.0,1.0,239000.0,399000.0,269000.0,650.0,1900.0,1000.0,26900.0,242100.0,1158.61,50.0,50.0,100.0,-358.61,-4303.29,53.02,-16.0
Apartment,East,Swieqi,2.0,Plan,3,775,2.0,2.0,108.0,80.0,11.0,10.0,350000.0,350000.0,350000.0,650.0,2900.0,1300.0,35000.0,315000.0,1507.48,65.0,65.0,130.0,-467.48,-5609.78,53.04,-16.03
Penthouse Duplex,North,Saint Paul's Bay,2.0,Finished,6,8,2.0,2.0,118.0,,30.0,,250000.0,420000.0,310000.0,900.0,1300.0,1150.0,31000.0,279000.0,1335.2,57.5,57.5,115.0,-415.2,-4982.38,53.08,-16.07
Maisonette,Central,Mosta,2.0,Plan,9,48,2.0,2.0,99.0,75.0,16.0,12.5,245000.0,372000.0,270000.0,500.0,1700.0,1000.0,27000.0,243000.0,1162.91,50.0,50.0,100.0,-362.91,-4354.97,53.12,-16.13
Apartment,Central,Naxxar,2.0,Plan,13,273,2.0,2.0,93.0,70.0,10.0,8.0,240000.0,365000.0,270000.0,530.0,2400.0,1000.0,27000.0,243000.0,1162.91,50.0,50.0,100.0,-362.91,-4354.97,53.12,-16.13
Apartment,North,Bugibba,3.0,Unclassified,17,248,2.0,2.0,110.0,110.0,15.0,20.0,185000.0,319000.0,260000.0,500.0,2000.0,962.5,26000.0,234000.0,1119.84,48.12,48.12,96.25,-349.84,-4198.12,53.14,-16.15
Apartment,South,Fgura,2.0,Finished,46,42,2.0,1.0,90.0,125.5,11.0,4.0,158000.0,299000.0,223000.0,600.0,1000.0,825.0,22300.0,200700.0,960.48,41.25,41.25,82.5,-300.48,-3605.77,53.16,-16.17
Apartment,South,Mqabba,3.0,Shell,4,20,2.0,2.0,95.0,130.0,25.0,10.0,220000.0,399000.0,230000.0,650.0,1500.0,850.0,23000.0,207000.0,990.63,42.5,42.5,85.0,-310.63,-3727.57,53.19,-16.21
Penthouse,North,Qawra,1.0,Finished,6,44,2.0,1.0,60.0,32.5,50.0,15.0,183000.0,290000.0,216500.0,550.0,1150.0,800.0,21650.0,194850.0,932.49,40.0,40.0,80.0,-292.49,-3509.82,53.19,-16.21
Apartment,South,Xghajra,3.0,Plan,7,70,2.0,2.0,,80.0,,5.0,229000.0,239000.0,230000.0,550.0,1300.0,850.0,23000.0,207000.0,990.63,42.5,42.5,85.0,-310.63,-3727.57,53.19,-16.21
Apartment,Gozo,Gozo - Victoria,2.0,Plan,5,66,2.0,1.0,81.0,0.0,21.0,5.0,170000.0,225000.0,176000.0,400.0,2100.0,650.0,17600.0,158400.0,758.05,32.5,32.5,65.0,-238.05,-2856.57,53.21,-16.23
Apartment,East,Msida,3.0,Unclassified,27,549,2.0,2.0,123.5,100.0,10.0,8.0,215000.0,404000.0,298000.0,750.0,3000.0,1100.0,29800.0,268200.0,1283.51,55.0,55.0,110.0,-403.51,-4842.16,53.22,-16.25
Apartment,North,Mgarr,1.0,Furnished,4,8,1.0,1.0,0.0,,0.0,,190000.0,191000.0,190000.0,450.0,750.0,700.0,19000.0,171000.0,818.35,35.0,35.0,70.0,-258.35,-3100.17,53.27,-16.32
Apartment,Central,Birkirkara,1.0,Finished,3,38,2.0,1.0,50.0,5.5,6.0,5.5,185000.0,200000.0,190000.0,400.0,1200.0,700.0,19000.0,171000.0,818.35,35.0,35.0,70.0,-258.35,-3100.17,53.27,-16.32
Apartment,East,Pieta,2.0,Unclassified,14,208,2.0,2.0,85.25,1.0,9.0,1.0,175000.0,395000.0,258000.0,700.0,2100.0,950.0,25800.0,232200.0,1111.23,47.5,47.5,95.0,-351.23,-4214.75,53.29,-16.34
Apartment,Central,Birkirkara,2.0,Furnished,12,193,2.0,2.0,86.0,1.0,7.5,7.5,205000.0,350000.0,245000.0,550.0,2100.0,900.0,24500.0,220500.0,1055.24,45.0,45.0,90.0,-335.24,-4022.85,53.36,-16.42
Penthouse,South,Luqa,2.0,Plan,5,19,2.0,2.0,110.0,1.0,22.0,1.0,230000.0,320000.0,245000.0,680.0,1200.0,900.0,24500.0,220500.0,1055.24,45.0,45.0,90.0,-335.24,-4022.85,53.36,-16.42
Maisonette,North,Mellieha,2.0,Plan,9,53,2.0,1.0,76.5,1.0,33.5,1.0,225000.0,331000.0,245000.0,500.0,2000.0,900.0,24500.0,220500.0,1055.24,45.0,45.0,90.0,-335.24,-4022.85,53.36,-16.42
Apartment,North,Bugibba,3.0,Finished,59,248,2.0,2.0,110.0,110.0,17.5,20.0,230000.0,330000.0,262000.0,500.0,2000.0,962.5,26200.0,235800.0,1128.46,48.12,48.12,96.25,-358.46,-4301.49,53.35,-16.42
Apartment,East,San Gwann,2.0,Furnished,14,462,2.0,2.0,100.0,1.0,6.0,11.0,213000.0,296000.0,272500.0,700.0,2200.0,1000.0,27250.0,245250.0,1173.68,50.0,50.0,100.0,-373.68,-4484.19,53.39,-16.46
Apartment,East,Msida,3.0,Furnished,32,549,2.0,2.0,92.0,100.0,15.0,8.0,215000.0,385000.0,300000.0,750.0,3000.0,1100.0,30000.0,270000.0,1292.13,55.0,55.0,110.0,-412.13,-4945.53,53.41,-16.49
Apartment,South,Fgura,2.0,Furnished,3,42,1.0,1.0,,125.5,,4.0,215000.0,240000.0,225000.0,600.0,1000.0,825.0,22500.0,202500.0,969.1,41.25,41.25,82.5,-309.1,-3709.14,53.41,-16.49
Apartment,East,Ta' Xbiex,2.0,Furnished,6,139,2.0,2.0,100.0,60.0,70.0,10.0,250000.0,575000.0,327500.0,1.0,4700.0,1200.0,32750.0,294750.0,1410.57,60.0,60.0,120.0,-450.57,-5406.86,53.43,-16.51
House of Character,Central,Qormi,3.0,Furnished,15,8,2.0,3.0,135.0,110.0,97.5,45.0,159000.0,900000.0,478000.0,1400.0,2250.0,1750.0,47800.0,430200.0,2058.79,87.5,87.5,175.0,-658.79,-7905.47,53.45,-16.54
Penthouse,West,Zebbug,1.0,Finished,4,9,2.0,1.0,77.5,1.0,23.5,1.0,194000.0,360000.0,204900.0,650.0,1500.0,750.0,20490.0,184410.0,882.52,37.5,37.5,75.0,-282.52,-3390.27,53.46,-16.55
Apartment,South,Qrendi,3.0,Shell,36,18,2.0,2.0,118.5,1.0,16.0,1.0,178000.0,402000.0,246000.0,700.0,1300.0,900.0,24600.0,221400.0,1059.54,45.0,45.0,90.0,-339.54,-4074.53,53.47,-16.56
Apartment,South,Zabbar,2.0,Plan,28,51,2.0,1.0,86.0,75.0,5.0,5.0,170000.0,250000.0,205000.0,550.0,1250.0,750.0,20500.0,184500.0,882.95,37.5,37.5,75.0,-282.95,-3395.44,53.47,-16.56
