Type,Province,Town,Bedrooms,Reference_count,Bathrooms_median,IntArea_median,ExtArea_median,Price_min,Price_max,Price_median
Maisonette Duplex,East,San Gwann,2.0,2,2.5,0.0,0.0,750.0,1800.0,1275.0
Maisonette,North,Saint Paul's Bay,4.0,2,2.0,0.0,0.0,1100.0,1450.0,1275.0
Apartment,East,Msida,4.0,41,2.0,0.0,0.0,800.0,3000.0,1275.0
Maisonette,East,Saint Julian's,4.0,8,2.0,0.0,0.0,900.0,1500.0,1275.0
Terraced House,East,Saint Julian's,5.0,4,3.0,0.0,0.0,1200.0,1750.0,1275.0
Terraced House,Gozo,Gozo - Xaghra,5.0,2,3.0,0.0,0.0,800.0,1750.0,1275.0
Maisonette,East,Valletta,2.0,8,1.0,0.0,0.0,750.0,1500.0,1275.0
Penthouse Duplex,Central,Mosta,3.0,4,3.0,0.0,0.0,950.0,2500.0,1250.0
Penthouse,South,Safi,3.0,6,2.0,0.0,0.0,800.0,1300.0,1250.0
Terraced House,Central,Santa Venera,4.0,2,2.0,0.0,0.0,1200.0,1300.0,1250.0
Penthouse,Central,Santa Venera,3.0,17,2.0,0.0,0.0,850.0,1650.0,1250.0
House of Character,South,Luqa,4.0,1,2.0,0.0,0.0,1250.0,1250.0,1250.0
Terraced House,Central,Mosta,3.0,23,2.0,0.0,0.0,800.0,2000.0,1250.0
House of Character,Central,Lija,2.0,12,2.0,0.0,0.0,890.0,3000.0,1250.0
Maisonette,Central,Balzan,4.0,4,3.0,0.0,0.0,1000.0,1500.0,1250.0
Maisonette,East,Swieqi,3.0,291,2.0,0.0,0.0,700.0,1500.0,1250.0
Bungalow,South,Birzebbuga,2.0,2,1.0,0.0,0.0,1250.0,1250.0,1250.0
Apartment,East,Ta' Xbiex,2.0,100,2.0,0.0,0.0,600.0,4000.0,1250.0
Apartment,East,Pieta,4.0,14,3.0,0.0,0.0,1000.0,2200.0,1250.0
Maisonette Duplex,Central,Mosta,3.0,8,3.5,0.0,0.0,900.0,2000.0,1250.0
Penthouse,Gozo,Gozo - Xlendi,3.0,2,2.0,0.0,0.0,1000.0,1500.0,1250.0
Maisonette Semi-Detached,East,Swieqi,4.0,1,2.0,0.0,0.0,1250.0,1250.0,1250.0
Maisonette Duplex,East,Gharghur,3.0,1,3.0,,,1250.0,1250.0,1250.0
Townhouse,South,Luqa,2.0,1,1.0,,,1250.0,1250.0,1250.0
Penthouse,North,Qawra,4.0,1,1.0,,,1250.0,1250.0,1250.0
Townhouse,Central,Mosta,3.0,8,2.0,0.0,0.0,800.0,1900.0,1250.0
Terraced House,North,Mellieha,4.0,6,3.0,0.0,0.0,1200.0,1500.0,1250.0
Maisonette,North,Wardija,3.0,2,1.5,,,1000.0,1500.0,1250.0
Apartment,East,Sliema,6.0,4,4.0,0.0,0.0,815.0,2200.0,1250.0
Penthouse Duplex,Central,Naxxar,1.0,1,,,,1250.0,1250.0,1250.0
House of Character,East,Saint Julian's,2.0,2,2.0,0.0,0.0,1150.0,1350.0,1250.0
Penthouse,East,Gzira,2.0,240,2.0,0.0,0.0,70.0,2700.0,1250.0
Penthouse Duplex,East,Pieta,2.0,1,2.0,0.0,0.0,1250.0,1250.0,1250.0
Apartment,East,Gzira,3.0,586,2.0,0.0,0.0,67.0,6000.0,1250.0
Terraced House,North,Saint Paul's Bay,4.0,4,2.0,0.0,0.0,800.0,1400.0,1250.0
Terraced House,East,Pembroke,4.0,4,3.0,0.0,0.0,1000.0,2100.0,1250.0
Apartment,East,Pembroke,2.0,24,2.0,0.0,0.0,800.0,1600.0,1225.0
Maisonette Duplex,East,Sliema,3.0,2,2.5,,,1100.0,1350.0,1225.0
Terraced House,Gozo,Gozo - Xewkija,5.0,2,2.5,0.0,0.0,850.0,1600.0,1225.0
Maisonette,Central,Mosta,4.0,10,2.0,0.0,0.0,750.0,1350.0,1225.0
Penthouse,Gozo,Gozo - Victoria,3.0,3,2.0,0.0,0.0,700.0,1200.0,1200.0
Penthouse,Gozo,Gozo - Xlendi,2.0,3,2.0,0.0,0.0,600.0,1200.0,1200.0
Terraced House,South,Zurrieq,3.0,2,2.0,,,1100.0,1300.0,1200.0
Terraced House,South,Marsaskala,3.0,13,2.0,0.0,0.0,900.0,2000.0,1200.0
Terraced House,East,Gzira,2.0,2,1.5,0.0,0.0,1000.0,1400.0,1200.0
Terraced House,Central,Birkirkara,3.0,23,2.0,0.0,0.0,815.0,2100.0,1200.0
Farmhouse,Gozo,Gozo - Ghajnsielem,3.0,1,1.0,,,1200.0,1200.0,1200.0
Terraced House,East,Gzira,3.0,2,1.5,,,1000.0,1400.0,1200.0
Terraced House,North,Mgarr,2.0,1,2.0,,,1200.0,1200.0,1200.0
Apartment Duplex,Central,Birkirkara,2.0,3,2.0,80.0,10.0,850.0,1200.0,1200.0
Farmhouse,Gozo,Gozo - Nadur,3.0,3,4.0,0.0,0.0,950.0,1500.0,1200.0
Terraced House,Gozo,Gozo - Victoria,4.0,3,3.0,0.0,0.0,850.0,1300.0,1200.0
Maisonette Duplex,Central,Santa Venera,2.0,1,2.0,,,1200.0,1200.0,1200.0
Terraced House,South,Birzebbuga,4.0,5,2.5,0.0,0.0,1200.0,1400.0,1200.0
Penthouse,North,Mgarr,3.0,21,2.0,0.0,0.0,700.0,1700.0,1200.0
Townhouse,South,Zabbar,3.0,11,2.0,0.0,0.0,750.0,1500.0,1200.0
Apartment,South,Senglea,2.0,26,1.0,0.0,0.0,75.0,3500.0,1200.0
Terraced House,South,Zabbar,3.0,5,2.0,0.0,0.0,1000.0,1500.0,1200.0
Farmhouse,Gozo,Gozo - Kercem,2.0,1,1.0,0.0,0.0,1200.0,1200.0,1200.0
Maisonette,West,Bahrija,4.0,1,2.0,,,1200.0,1200.0,1200.0
Townhouse,South,Kirkop,4.0,1,2.0,,,1200.0,1200.0,1200.0
Penthouse,North,Mellieha,2.0,103,2.0,0.0,0.0,90.0,2600.0,1200.0
Terraced House,East,Msida,4.0,2,2.0,0.0,0.0,1200.0,1200.0,1200.0
Penthouse,North,Manikata,3.0,9,2.0,0.0,0.0,1000.0,1450.0,1200.0
Terraced House,South,Zabbar,4.0,7,2.0,0.0,0.0,850.0,1500.0,1200.0
Airspace,South,Marsaskala,3.0,1,3.0,0.0,0.0,1200.0,1200.0,1200.0
Terraced House,West,Zebbug,3.0,9,2.0,0.0,0.0,850.0,2200.0,1200.0
Terraced House,South,Safi,3.0,1,2.0,,,1200.0,1200.0,1200.0
Maisonette Duplex,Central,Naxxar,3.0,5,2.0,0.0,0.0,1100.0,1300.0,1200.0
Terraced House,South,Kalkara,2.0,1,2.0,,,1200.0,1200.0,1200.0
Terraced House,South,Qrendi,4.0,5,2.0,0.0,0.0,1200.0,1500.0,1200.0
Terraced House,Gozo,Gozo - Kercem,3.0,2,3.0,0.0,0.0,900.0,1500.0,1200.0
Penthouse,North,Bugibba,3.0,29,2.0,0.0,0.0,600.0,2000.0,1200.0
Penthouse,South,Kalkara,2.0,4,2.0,0.5,0.5,900.0,1500.0,1200.0
Maisonette Duplex,South,Marsaxlokk,2.0,1,2.0,0.0,0.0,1200.0,1200.0,1200.0
Apartment,Central,Hamrun,4.0,1,2.0,0.0,0.0,1200.0,1200.0,1200.0
Apartment,North,Xemxija,3.0,163,2.0,0.0,0.0,550.0,3000.0,1200.0
Maisonette Duplex,Central,Balzan,3.0,6,3.0,0.0,0.0,950.0,1500.0,1200.0
Farmhouse,Gozo,Gozo - Gharb,3.0,3,2.0,0.0,0.0,1100.0,3300.0,1200.0
Terraced House,West,Rabat,3.0,9,2.0,0.0,0.0,815.0,1800.0,1200.0
Maisonette Duplex,Central,Birkirkara,1.0,1,2.0,,,1200.0,1200.0,1200.0
Apartment,West,Mtarfa,3.0,3,2.0,0.0,0.0,800.0,1500.0,1200.0
Townhouse,Central,Naxxar,3.0,9,2.0,0.0,0.0,850.0,1600.0,1200.0
Apartment,South,Kalkara,3.0,39,2.0,0.0,0.0,750.0,3000.0,1200.0
Penthouse,Central,Qormi,3.0,14,2.0,0.0,0.0,800.0,1750.0,1200.0
Apartment,North,Mellieha,4.0,20,2.0,0.0,0.0,900.0,2300.0,1200.0
Apartment Duplex,North,Wardija,2.0,4,2.0,0.0,0.0,1200.0,1200.0,1200.0
House of Character,West,Rabat,2.0,19,2.0,0.0,0.0,700.0,1750.0,1200.0
Farmhouse,North,Saint Paul's Bay,2.0,1,2.0,,,1200.0,1200.0,1200.0
House of Character,West,Zebbug,2.0,7,2.0,0.0,0.0,1000.0,1500.0,1200.0
Townhouse,West,Zebbug,5.0,1,2.0,50.0,10.0,1200.0,1200.0,1200.0
Penthouse Duplex,East,Pieta,3.0,1,1.0,,,1200.0,1200.0,1200.0
Penthouse,Central,Iklin,4.0,1,2.0,,,1200.0,1200.0,1200.0
Townhouse,South,Mqabba,4.0,1,2.0,,,1200.0,1200.0,1200.0
Apartment,Central,Balzan,3.0,118,2.0,0.0,0.0,600.0,2300.0,1200.0
Penthouse Duplex,East,Msida,3.0,3,2.0,0.0,0.0,1100.0,1500.0,1200.0
Apartment,Central,Birkirkara,4.0,19,2.0,0.0,0.0,850.0,1700.0,1200.0
Penthouse,South,Marsaskala,5.0,1,2.0,0.0,0.0,1200.0,1200.0,1200.0
Apartment,North,Saint Paul's Bay,4.0,13,2.0,0.0,0.0,800.0,3750.0,1200.0
Townhouse,South,Luqa,4.0,1,3.0,,,1200.0,1200.0,1200.0
Apartment,East,Swieqi,2.0,700,2.0,0.0,0.0,600.0,3000.0,1200.0
Maisonette,Central,Naxxar,3.0,92,2.0,0.0,0.0,700.0,1500.0,1200.0
Apartment,South,Birzebbuga,4.0,3,2.0,,,750.0,1200.0,1200.0
Bungalow Semi-Detached,West,Rabat,3.0,1,2.0,0.0,0.0,1200.0,1200.0,1200.0
Farmhouse,South,Safi,5.0,1,2.0,,,1200.0,1200.0,1200.0
House of Character,South,Zabbar,4.0,1,3.0,,,1200.0,1200.0,1200.0
Maisonette,East,Bahar Ic-Caghaq,3.0,30,2.0,0.0,0.0,800.0,1500.0,1200.0
Guesthouse,South,Kalkara,2.0,1,1.0,,,1200.0,1200.0,1200.0
House of Character,Gozo,Gozo - Qala,4.0,6,4.0,0.0,0.0,900.0,1500.0,1200.0
Townhouse,South,Marsaskala,4.0,2,4.0,0.0,0.0,1200.0,1200.0,1200.0
Penthouse,East,Gharghur,2.0,44,2.0,0.0,0.0,600.0,2750.0,1200.0
House of Character,Gozo,Gozo - Sannat,3.0,4,3.0,0.0,0.0,650.0,1300.0,1200.0
Townhouse,South,Cospicua,3.0,11,2.0,0.0,0.0,800.0,1800.0,1200.0
Apartment,South,Marsaxlokk,3.0,481,2.0,0.0,0.0,700.0,1500.0,1200.0
House of Character,Gozo,Gozo - Nadur,4.0,436,2.0,0.0,0.0,750.0,1400.0,1200.0
Penthouse Duplex,South,Marsaskala,1.0,1,1.0,,,1200.0,1200.0,1200.0
House of Character,North,Bidnija,2.0,1,2.0,0.0,0.0,1200.0,1200.0,1200.0
Apartment,South,Marsaskala,3.0,1029,2.0,0.0,0.0,55.0,2500.0,1200.0
Penthouse Duplex,Gozo,Gozo - Qala,4.0,1,4.0,0.0,0.0,1200.0,1200.0,1200.0
House of Character,Gozo,Gozo - Nadur,3.0,6,2.0,0.0,0.0,650.0,1500.0,1200.0
House of Character,North,Wardija,2.0,3,2.0,,,1000.0,1300.0,1200.0
Apartment,East,Paceville,3.0,14,2.0,0.0,0.0,800.0,1900.0,1200.0
Townhouse,South,Birgu,2.0,8,2.0,0.0,0.0,900.0,1500.0,1200.0
Townhouse,North,Saint Paul's Bay,4.0,3,2.0,0.0,0.0,1000.0,1300.0,1200.0
House of Character,South,Cospicua,3.0,3,3.0,,,800.0,1450.0,1200.0
Apartment,North,Bugibba,4.0,3,2.0,0.0,0.0,1000.0,1800.0,1200.0
House of Character,South,Safi,5.0,1,2.0,,,1200.0,1200.0,1200.0
Townhouse,North,Mellieha,3.0,6,2.0,0.0,0.0,750.0,2000.0,1200.0
Maisonette,Central,Santa Venera,3.0,18,2.0,0.0,0.0,900.0,1500.0,1200.0
Apartment,West,Zebbug,3.0,635,2.0,0.0,0.0,600.0,1500.0,1200.0
Terraced House,Central,Qormi,3.0,4,2.0,0.0,0.0,1100.0,1200.0,1200.0
Apartment,Central,Santa Venera,5.0,1,2.0,,,1200.0,1200.0,1200.0
Maisonette,East,Pieta,4.0,1,2.0,,,1200.0,1200.0,1200.0
Townhouse,East,Saint Julian's,1.0,3,1.0,0.0,0.0,1200.0,1200.0,1200.0
Bungalow,North,Saint Paul's Bay,2.0,1,2.0,,,1200.0,1200.0,1200.0
Maisonette,East,Saint Julian's,3.0,69,2.0,0.0,0.0,700.0,1500.0,1200.0
Apartment,East,Gzira,2.0,1560,2.0,0.0,0.0,45.0,4000.0,1200.0
Townhouse,South,Safi,3.0,1,3.0,,,1200.0,1200.0,1200.0
Maisonette,East,Sliema,2.0,114,2.0,0.0,0.0,700.0,1500.0,1200.0
Maisonette,East,Swieqi,4.0,15,2.0,0.0,0.0,900.0,1500.0,1200.0
Townhouse,South,Kalkara,2.0,7,2.0,0.0,0.0,800.0,1200.0,1200.0
House of Character,Central,Naxxar,2.0,12,2.0,0.0,0.0,950.0,1400.0,1200.0
Terraced House,South,Luqa,5.0,1,2.0,,,1200.0,1200.0,1200.0
Townhouse,West,Rabat,1.0,1,1.0,0.0,0.0,1200.0,1200.0,1200.0
Farmhouse,Gozo,Gozo - Sannat,4.0,4,4.0,0.0,0.0,1000.0,1250.0,1200.0
Maisonette,Gozo,Gozo - Ghasri,3.0,1,2.0,0.0,0.0,1200.0,1200.0,1200.0
Apartment Duplex,East,Sliema,1.0,3,1.0,0.0,0.0,1200.0,1400.0,1200.0
Bungalow,North,Qawra,2.0,6,2.0,0.0,0.0,1200.0,1200.0,1200.0
Apartment,East,Gharghur,3.0,101,2.0,0.0,0.0,600.0,4000.0,1200.0
Townhouse,South,Senglea,4.0,2,3.0,,,1000.0,1400.0,1200.0
Penthouse,East,San Gwann,2.0,80,2.0,0.0,0.0,750.0,2000.0,1200.0
Maisonette,East,Kappara,3.0,13,2.0,0.0,0.0,800.0,1400.0,1200.0
Maisonette Duplex,Gozo,Gozo - Zebbug,3.0,1,2.0,0.0,0.0,1200.0,1200.0,1200.0
Penthouse,South,Marsaxlokk,3.0,3,2.0,0.0,0.0,1100.0,3200.0,1200.0
Apartment,Central,Lija,3.0,87,2.0,0.0,0.0,750.0,2000.0,1200.0
Townhouse,Central,Qormi,5.0,1,2.0,,,1200.0,1200.0,1200.0
Terraced House,East,Gharghur,4.0,1,2.0,0.0,0.0,1200.0,1200.0,1200.0
Maisonette,East,Gharghur,4.0,6,2.0,0.0,0.0,1000.0,1200.0,1200.0
Apartment,Central,Mosta,4.0,15,2.0,0.0,0.0,800.0,1400.0,1200.0
Maisonette,North,Manikata,3.0,8,2.0,0.0,0.0,900.0,1300.0,1200.0
Apartment,Central,Swatar,4.0,7,2.0,0.0,0.0,700.0,1800.0,1200.0
Terraced House,East,Gharghur,2.0,4,2.0,50.0,12.5,1000.0,1300.0,1200.0
Apartment,East,Floriana,2.0,36,1.5,0.0,0.0,600.0,3500.0,1200.0
Maisonette Semi-Detached,East,Swieqi,2.0,1,1.0,0.0,0.0,1200.0,1200.0,1200.0
Townhouse,West,Zebbug,3.0,3,2.0,0.0,0.0,1000.0,1700.0,1200.0
Penthouse,West,Siggiewi,3.0,14,2.0,0.0,0.0,900.0,3000.0,1200.0
House of Character,Gozo,Gozo - Xewkija,4.0,2,3.0,0.0,0.0,995.0,1400.0,1197.5
Maisonette,East,Swieqi,2.0,151,2.0,0.0,0.0,690.0,1500.0,1175.0
Penthouse,Central,Swatar,3.0,10,2.0,0.0,0.0,950.0,1400.0,1175.0
Penthouse,East,Sliema,1.0,216,1.0,0.0,0.0,155.0,3800.0,1175.0
Penthouse,Central,Naxxar,2.0,88,2.0,0.0,0.0,600.0,3000.0,1175.0
Maisonette Duplex,Central,Lija,3.0,2,2.0,0.0,0.0,950.0,1400.0,1175.0
Penthouse Duplex,East,Sliema,1.0,8,1.0,0.0,0.0,1000.0,2500.0,1175.0
Room,Central,Birkirkara,3.0,1,2.0,,,1175.0,1175.0,1175.0
Penthouse Duplex,North,Qawra,2.0,2,2.5,0.0,0.0,1100.0,1200.0,1150.0
House of Character,North,Manikata,2.0,2,2.0,,,1000.0,1300.0,1150.0
Townhouse,East,Gharghur,2.0,4,2.0,0.0,0.0,1000.0,1300.0,1150.0
House of Character,Gozo,Gozo - Xaghra,2.0,2,2.5,0.0,0.0,1100.0,1200.0,1150.0
Apartment Duplex,Central,Birkirkara,3.0,1,2.0,,,1150.0,1150.0,1150.0
Maisonette Duplex,Central,Qormi,3.0,2,2.0,,,1100.0,1200.0,1150.0
Apartment Duplex,East,Floriana,3.0,1,2.0,0.0,0.0,1150.0,1150.0,1150.0
House of Character,Gozo,Gozo - Kercem,3.0,8,3.0,0.0,0.0,850.0,2200.0,1150.0
Maisonette Duplex,Central,Birkirkara,2.0,3,2.0,0.0,0.0,950.0,1200.0,1150.0
Penthouse,Central,Attard,2.0,40,2.0,0.0,0.0,500.0,2000.0,1150.0
Terraced House,West,Bahrija,3.0,2,2.0,,,1000.0,1300.0,1150.0
Apartment Duplex,East,Gzira,2.0,4,1.5,,,850.0,1300.0,1150.0
Penthouse,North,Salina,1.0,2,1.5,0.0,0.0,1000.0,1300.0,1150.0
Maisonette Duplex,South,Mqabba,4.0,2,4.0,165.0,5.0,1100.0,1200.0,1150.0
Maisonette,East,Gharghur,3.0,20,2.0,0.0,0.0,750.0,1500.0,1150.0
Maisonette,Central,Birkirkara,4.0,10,3.0,0.0,0.0,900.0,1400.0,1150.0
Penthouse,Central,Iklin,2.0,10,2.0,0.0,0.0,850.0,1350.0,1150.0
Apartment Duplex,East,Floriana,2.0,2,2.0,,,1000.0,1300.0,1150.0
Farmhouse,Gozo,Gozo - Kercem,3.0,6,3.0,0.0,0.0,750.0,2200.0,1150.0
Apartment Duplex,North,Qawra,2.0,2,3.0,0.0,0.0,1100.0,1200.0,1150.0
Penthouse,East,Msida,2.0,186,2.0,0.0,0.0,96.0,2000.0,1150.0
Penthouse,East,Swieqi,1.0,91,1.0,0.0,0.0,70.0,2400.0,1150.0
Penthouse Duplex,North,Saint Paul's Bay,1.0,2,1.5,0.0,0.0,825.0,1450.0,1137.5
Apartment,East,Bahar Ic-Caghaq,2.0,82,2.0,0.0,0.0,700.0,2300.0,1125.0
Apartment,East,San Gwann,3.0,278,2.0,0.0,0.0,500.0,2500.0,1125.0
Maisonette,East,Floriana,1.0,4,1.5,0.0,0.0,800.0,1500.0,1125.0
Apartment,East,Kappara,2.0,99,2.0,0.0,0.0,700.0,1750.0,1110.0
Penthouse,South,Luqa,3.0,3,2.0,0.0,0.0,1000.0,1200.0,1100.0
Terraced House,Gozo,Gozo - Ghajnsielem,3.0,5,3.0,0.0,0.0,800.0,2200.0,1100.0
Terraced House,North,Mgarr,3.0,11,2.0,0.0,0.0,800.0,1500.0,1100.0
Apartment,Central,Lija,1.0,1,2.0,,,1100.0,1100.0,1100.0
Terraced House,North,Mellieha,3.0,14,2.0,0.0,0.0,800.0,1800.0,1100.0
Penthouse,East,Ta' Xbiex,1.0,15,1.0,0.0,0.0,850.0,1500.0,1100.0
Maisonette Semi-Detached,North,Saint Paul's Bay,2.0,1,1.0,,,1100.0,1100.0,1100.0
Apartment,East,Floriana,3.0,2,1.5,0.0,0.0,900.0,1300.0,1100.0
Terraced House,Central,Attard,6.0,1,3.0,,,1100.0,1100.0,1100.0
Bungalow Semi-Detached,North,Saint Paul's Bay,1.0,1,1.0,,,1100.0,1100.0,1100.0
Bungalow,South,Gudja,3.0,1,2.0,,,1100.0,1100.0,1100.0
House of Character,East,Floriana,2.0,1,1.0,0.0,0.0,1100.0,1100.0,1100.0
Apartment,Central,Naxxar,5.0,1,2.0,,,1100.0,1100.0,1100.0
Bungalow,North,Saint Paul's Bay,1.0,1,1.0,,,1100.0,1100.0,1100.0
Block of Apartments,Central,Birkirkara,2.0,1,,0.0,0.0,1100.0,1100.0,1100.0
Maisonette,East,Swieqi,6.0,1,3.0,0.0,0.0,1100.0,1100.0,1100.0
Maisonette,Central,Attard,3.0,80,2.0,0.0,0.0,700.0,1500.0,1100.0
Maisonette,Central,Balzan,2.0,23,2.0,0.0,0.0,700.0,1500.0,1100.0
Maisonette,Central,Balzan,3.0,27,2.0,0.0,0.0,800.0,1500.0,1100.0
Maisonette,East,San Gwann,3.0,23,2.0,0.0,0.0,800.0,1500.0,1100.0
Townhouse,Central,Balzan,2.0,11,2.0,0.0,0.0,900.0,1500.0,1100.0
Penthouse,South,Kirkop,2.0,2,1.0,,,1000.0,1200.0,1100.0
Penthouse,South,Kirkop,3.0,6,2.0,0.0,0.0,850.0,1400.0,1100.0
Townhouse,Central,Hamrun,3.0,4,2.0,,,600.0,2300.0,1100.0
Terraced House,Central,Iklin,3.0,2,2.0,0.0,0.0,1000.0,1200.0,1100.0
Apartment,North,Wardija,4.0,3,2.0,0.0,0.0,1100.0,1100.0,1100.0
Maisonette,Central,Naxxar,4.0,4,2.0,0.0,0.0,1000.0,1400.0,1100.0
Townhouse,East,Valletta,1.0,11,1.0,0.0,0.0,650.0,1600.0,1100.0
Maisonette,North,Mgarr,4.0,1,2.0,,,1100.0,1100.0,1100.0
Townhouse,Central,Qormi,3.0,6,2.0,0.0,0.0,850.0,1300.0,1100.0
Maisonette,Central,Qormi,4.0,2,2.0,0.0,0.0,1050.0,1150.0,1100.0
Townhouse,Central,Santa Venera,4.0,4,3.5,0.0,0.0,800.0,1250.0,1100.0
Maisonette,East,Bahar Ic-Caghaq,5.0,1,2.0,0.0,0.0,1100.0,1100.0,1100.0
Maisonette,East,Floriana,2.0,8,1.0,0.0,0.0,750.0,1500.0,1100.0
Townhouse,East,Floriana,2.0,5,2.0,0.0,0.0,800.0,1900.0,1100.0
Townhouse,East,Gharghur,3.0,2,2.0,0.0,0.0,900.0,1300.0,1100.0
Terraced House,East,Floriana,2.0,1,1.0,,,1100.0,1100.0,1100.0
Penthouse,West,Zebbug,4.0,1,2.0,0.0,0.0,1100.0,1100.0,1100.0
Maisonette,Gozo,Gozo - Ghajnsielem,2.0,5,2.0,0.0,0.0,700.0,1500.0,1100.0
Townhouse,East,San Gwann,3.0,2,2.0,,,700.0,1500.0,1100.0
Penthouse,West,Zebbug,3.0,19,2.0,0.0,0.0,700.0,1700.0,1100.0
Maisonette,East,Kappara,2.0,22,1.5,0.0,0.0,700.0,1400.0,1100.0
Maisonette,East,Madliena,1.0,2,1.5,0.0,0.0,700.0,1500.0,1100.0
Maisonette,East,Madliena,2.0,9,2.0,0.0,0.0,900.0,1500.0,1100.0
Terraced House,Central,Hamrun,4.0,1,1.0,,,1100.0,1100.0,1100.0
Maisonette,East,Pieta,3.0,4,1.0,0.0,0.0,700.0,1400.0,1100.0
Apartment Duplex,East,Msida,2.0,2,1.5,0.0,0.0,900.0,1300.0,1100.0
Maisonette,East,Saint Julian's,2.0,66,2.0,0.0,0.0,700.0,1500.0,1100.0
Apartment Duplex,East,Msida,1.0,1,2.0,0.0,0.0,1100.0,1100.0,1100.0
Penthouse Duplex,North,Saint Paul's Bay,2.0,9,2.0,0.0,0.0,850.0,1300.0,1100.0
House of Character,South,Safi,3.0,1,4.0,0.0,0.0,1100.0,1100.0,1100.0
Apartment,North,Burmarrad,4.0,6,2.0,0.0,0.0,850.0,1300.0,1100.0
Apartment Duplex,East,Bahar Ic-Caghaq,2.0,1,3.0,,,1100.0,1100.0,1100.0
Farmhouse,South,Ghaxaq,2.0,2,2.0,,,1000.0,1200.0,1100.0
Townhouse,South,Ghaxaq,4.0,1,3.0,,,1100.0,1100.0,1100.0
Maisonette,West,Rabat,3.0,15,2.0,0.0,0.0,750.0,1500.0,1100.0
Penthouse,North,Manikata,2.0,9,2.0,0.0,0.0,1000.0,3000.0,1100.0
Maisonette,South,Zurrieq,4.0,1,3.0,,,1100.0,1100.0,1100.0
Apartment,East,Msida,3.0,486,2.0,0.0,0.0,60.0,2000.0,1100.0
House of Character,South,Cospicua,4.0,2,3.5,0.0,0.0,900.0,1300.0,1100.0
Bungalow,East,Saint Julian's,1.0,1,1.0,,,1100.0,1100.0,1100.0
Apartment,North,Mellieha,3.0,391,2.0,0.0,0.0,74.0,2800.0,1100.0
Penthouse Duplex,North,Saint Paul's Bay,3.0,2,2.0,0.0,0.0,900.0,1300.0,1100.0
Penthouse,North,Mellieha,4.0,2,3.0,0.0,0.0,900.0,1300.0,1100.0
Penthouse Duplex,South,Marsaskala,2.0,1,2.0,,,1100.0,1100.0,1100.0
Apartment,North,Mgarr,4.0,4,2.5,0.0,0.0,750.0,1200.0,1100.0
Penthouse Duplex,East,San Gwann,2.0,2,1.5,,,1000.0,1200.0,1100.0
House of Character,Central,Birkirkara,2.0,3,3.0,0.0,0.0,850.0,1200.0,1100.0
Maisonette Duplex,East,Sliema,2.0,6,2.0,0.0,0.0,850.0,1200.0,1100.0
Terraced House,East,Pieta,3.0,4,2.0,0.0,0.0,1000.0,1300.0,1100.0
Apartment,South,Ghaxaq,4.0,3,3.0,,,1100.0,1200.0,1100.0
Maisonette Duplex,Central,Hamrun,4.0,1,2.0,0.0,0.0,1100.0,1100.0,1100.0
Maisonette Semi-Detached,North,Mellieha,3.0,2,2.5,0.0,0.0,875.0,1300.0,1087.5
Townhouse,East,Valletta,2.0,8,2.0,0.0,0.0,700.0,1600.0,1077.0
Farmhouse,Gozo,Gozo - Xaghra,2.0,2,4.0,0.0,0.0,1000.0,1150.0,1075.0
Terraced House,Gozo,Gozo - Nadur,3.0,4,2.0,0.0,0.0,850.0,1350.0,1075.0
House of Character,Gozo,Gozo - Kercem,2.0,4,2.5,0.0,0.0,850.0,1300.0,1075.0
Townhouse,Central,Mosta,2.0,12,2.0,0.0,0.0,600.0,1800.0,1075.0
Penthouse,South,Ghaxaq,2.0,2,2.0,0.0,0.0,950.0,1200.0,1075.0
Maisonette,Central,Swatar,3.0,37,2.0,0.0,0.0,750.0,1500.0,1050.0
Apartment,East,Kappara,4.0,4,2.0,0.0,0.0,1000.0,1200.0,1050.0
Apartment,North,Manikata,3.0,24,2.0,0.0,0.0,600.0,2500.0,1050.0
Penthouse,Central,Birkirkara,3.0,41,2.0,0.0,0.0,650.0,2000.0,1050.0
Penthouse Duplex,East,Gharghur,1.0,2,1.5,,,1000.0,1100.0,1050.0
Apartment,Central,Attard,3.0,206,2.0,0.0,0.0,600.0,2000.0,1050.0
Maisonette,Central,Iklin,3.0,10,2.0,0.0,0.0,750.0,1400.0,1050.0
Maisonette,Central,Birkirkara,3.0,64,2.0,0.0,0.0,700.0,1400.0,1050.0
Townhouse,Gozo,Gozo - Victoria,4.0,2,3.5,0.0,0.0,800.0,1300.0,1050.0
Apartment,South,Gudja,3.0,16,2.0,0.0,0.0,750.0,1500.0,1050.0
Maisonette,South,Marsaskala,1.0,8,1.0,0.0,0.0,660.0,1300.0,1050.0
Townhouse,South,Marsaskala,2.0,2,2.0,,,900.0,1200.0,1050.0
Maisonette Duplex,North,Mellieha,3.0,6,2.0,0.0,0.0,900.0,1350.0,1050.0
Terraced House,South,Mqabba,4.0,1,3.0,0.0,0.0,1050.0,1050.0,1050.0
Terraced House,South,Ghaxaq,4.0,2,2.0,,,1000.0,1100.0,1050.0
Terraced House,South,Ghaxaq,3.0,2,2.0,,,900.0,1200.0,1050.0
Terraced House,South,Birzebbuga,3.0,2,2.0,181.0,38.5,1000.0,1100.0,1050.0
Maisonette Duplex,South,Zabbar,3.0,2,2.0,0.0,0.0,1000.0,1100.0,1050.0
