Is_Sale,Source,Reference,Town,Type,Latitude,Longitude,Bedrooms,Bathrooms,TotalSqm,IntArea,ExtArea,Price
FALSE,Belair,6218,St Julians,Apartment,,,1,1,65,,,1250
FALSE,Belair,130765,Sliema,Apartment,,,3,2,,,,1250
FALSE,Belair,306998,Mellieha,Apartment,,,2,1,110,,,1250
FALSE,Belair,136290,Gzira,Penthouse,,,2,2,,,,1250
FALSE,Belair,304939,Xemxija,Apartment,,,3,2,,,,1250
FALSE,Belair,133845,Ibrag,Apartment,,,2,2,,,,1250
FALSE,Belair,133755,Manikata,Apartment,,,3,1,,,,1250
FALSE,Belair,500302,Gzira,Penthouse,,,2,2,,,,1250
FALSE,Belair,501458,Balzan,Apartment,,,3,2,145,,,1250
FALSE,Belair,24532,Bugibba,Penthouse,,,3,3,,,,1250
FALSE,Belair,700813,Swieqi,Apartment,,,3,2,140,,,1250
FALSE,Belair,135942,Sliema,Penthouse,,,1,1,,,,P.O.R
FALSE,Belair,136218,"St Julians, The Gardens",Apartment,,,3,3,140,,,1250
FALSE,Belair,802522,Gzira,Apartment,,,2,2,,,,1250
FALSE,Belair,302428,Senglea (L-Isla),Duplex Apartment,,,2,2,,,,1300
FALSE,Belair,303950,Gzira,Apartment,,,1,1,,,,1300
FALSE,Belair,136167,Lija,Apartment,,,3,2,138,,,1300
FALSE,Belair,132920,Sliema,Apartment,,,3,2,,,,1300
FALSE,Belair,133844,Ibrag,Apartment,,,2,2,,,,1300
FALSE,Belair,500301,Sliema,Apartment,,,1,1,,,,1300
FALSE,Belair,304773,Gzira,Duplex Penthouse,,,2,2,,,,1300
FALSE,Belair,136113,Swieqi,Apartment,,,2,1,,,,1300
FALSE,Belair,500493,Mosta,Apartment,,,3,2,155,,,1300
FALSE,Belair,135683,Swieqi,Apartment,,,3,2,,,,1300
FALSE,Belair,136054,St Julians,Apartment,,,3,2,,,,1300
FALSE,Belair,307057,Ibrag,Duplex Penthouse,,,3,2,,,,1300
FALSE,Belair,306313,Swieqi,Apartment,,,2,1,,,,1300
FALSE,Belair,137593,Sliema,Apartment,,,2,2,,,,1300
FALSE,Belair,504231,Swieqi,Penthouse,,,2,2,,,,1300
FALSE,Belair,136414,Gzira,Apartment,,,2,2,90,,,1300
FALSE,Belair,307804,Naxxar,Duplex Maisonette,,,3,2,130,,,1300
FALSE,Belair,137092,Sliema,Apartment,,,2,2,,,,1300
FALSE,Belair,20818,Attard,Ground Floor Maisonette,,,3,1,,,,1300
FALSE,Belair,301308,Mosta,Townhouse,,,2,1,,,,1300
FALSE,Belair,305240,Santa Venera,Elevated Ground Floor Maisonette,,,3,2,120,,,1300
FALSE,Belair,305768,Msida,Penthouse,,,2,2,130,,,1300
FALSE,Belair,21420,Swieqi,First Floor (+) Maisonette,,,3,2,,,,1300
FALSE,Belair,301597,Swieqi,Apartment,,,3,1,165,,,1300
FALSE,Belair,302319,Sliema,Apartment,,,3,2,,,,1300
FALSE,Belair,306768,St Julians,Penthouse,,,3,2,160,,,1300
FALSE,Belair,11987,Msida,Penthouse,,,3,2,,,,1300
FALSE,Belair,14347,Floriana,Duplex Apartment,,,2,2,,,,1300
FALSE,Belair,10056,Swieqi,Apartment,,,3,2,,,,1300
FALSE,Belair,19156,Naxxar,Apartment,,,3,0,,,,1300
FALSE,Belair,305203,San Gwann,Apartment,,,3,2,,,,1300
FALSE,Belair,12605,"St Julians, St George'S Park",Apartment,,,4,2,,,,1300
FALSE,Belair,3430,"St Julians, The Gardens",Apartment,,,3,3,,,,1300
FALSE,Belair,13165,Sliema,Apartment,,,2,2,,,,1300
FALSE,Belair,131723,Senglea (L-Isla),Duplex Apartment,,,2,2,,,,1300
FALSE,Belair,130246,Naxxar,Penthouse,,,3,1,,,,1300
FALSE,Belair,22269,Ta' Xbiex,Apartment,,,3,2,,,,1300
FALSE,Belair,23120,Ibrag,Ground Floor Maisonette,,,2,2,,,,1300
FALSE,Belair,136231,Sliema,Apartment,,,2,1,,,,1300
FALSE,Belair,9230,"St. Julians, Portomaso",Apartment,,,1,1,,,,1300
FALSE,Belair,130891,Manikata,First Floor (+) Maisonette,,,3,1,,,,1300
FALSE,Belair,21668,Swieqi,Apartment,,,3,2,150,,,1300
FALSE,Belair,133580,Gzira,Penthouse,,,2,2,130,,,1300
FALSE,Belair,21930,Gzira,Apartment,,,2,2,,,,1300
FALSE,Belair,131237,"St Julians, Pender Gardens",Apartment,,,2,2,,,,1350
FALSE,Belair,16239,Swieqi,Apartment,,,3,3,,,,1350
FALSE,Belair,16238,Swieqi,Apartment,,,3,3,,,,1350
FALSE,Belair,18190,Sliema,Apartment,,,2,3,,,,1350
FALSE,Belair,500713,St Julians,Studio Apartment,,,2,1,,,,1350
FALSE,Belair,130373,Sliema,Apartment,,,3,1,,,,1350
FALSE,Belair,8702,Swieqi,Apartment,,,2,2,105,,,1350
FALSE,Belair,503833,Qawra,Apartment,,,3,2,156,,,1350
FALSE,Belair,136291,Gzira,Penthouse,,,2,2,,,,1350
FALSE,Belair,134577,St Julians,Apartment,,,2,1,,,,1350
FALSE,Belair,137622,Sliema,Apartment,,,3,2,131,,,1350
FALSE,Belair,501361,St Julians,Apartment,,,1,1,,,,1350
FALSE,Belair,135467,Gzira,Ground Floor Maisonette,,,3,2,,,,1350
FALSE,Belair,307468,Swieqi,Ground Floor Maisonette,,,3,2,115,,,1350
FALSE,Belair,137730,San Gwann,Apartment,,,3,2,150,,,1350
FALSE,Belair,133312,Sliema,Apartment,,,2,2,,,,1400
FALSE,Belair,133050,St Julians,Ground Floor Maisonette,,,2,2,,,,1400
FALSE,Belair,500259,St Julians,Apartment,,,3,2,130,,,1400
FALSE,Belair,134228,Kappara,Penthouse,,,2,2,,,,1400
FALSE,Belair,135233,Sliema,Apartment,,,2,2,80,,,1400
FALSE,Belair,305582,San Pawl Tat-Targa,Penthouse,,,2,2,110,,,1400
FALSE,Belair,501411,Sliema,Apartment,,,2,2,,,,1400
FALSE,Belair,700338,Sliema,Apartment,,,3,2,110,,,1400
FALSE,Belair,501452,"St Julians, Pender Gardens",Apartment,,,1,2,91,,,1400
FALSE,Belair,135384,St Julians,Apartment,,,4,3,150,,,1400
FALSE,Belair,307127,Attard,Duplex Penthouse,,,3,2,,,,1400
FALSE,Belair,500150,Gzira,Apartment,,,2,2,,,,1400
FALSE,Belair,301887,Sliema,Apartment,,,3,2,,,,1400
FALSE,Belair,304540,Sliema,Apartment,,,3,2,165,,,1400
FALSE,Belair,19461,Swieqi,Apartment,,,3,2,,,,1400
FALSE,Belair,137505,Sliema,Penthouse,,,1,1,90,,,1400
FALSE,Belair,803234,"St Julians, The Gardens",Apartment,,,2,2,120,,,1400
FALSE,Belair,307512,Attard,Penthouse,,,2,2,120,,,1400
FALSE,Belair,307522,Attard,Independent Offices,,,,,133,,,1400
FALSE,Belair,504729,St Julians,Apartment,,,2,2,,,,1400
FALSE,Belair,137196,Mosta,Independent Offices,,,,,72,,,1400
FALSE,Belair,307639,Sliema,Apartment,,,3,2,105,,,1400
FALSE,Belair,137481,San Gwann,Duplex Apartment,,,2,2,,,,1400
FALSE,Belair,307883,Gzira,Apartment,,,2,2,,,,1400
FALSE,Belair,301227,Mosta,Terraced House,,,3,1,,,,1400
FALSE,Belair,302949,St Julians,Apartment,,,3,2,,,,1400
FALSE,Belair,137534,Swieqi,Apartment,,,3,2,,,,1400
FALSE,Belair,13355,Sliema,Apartment,,,3,2,,,,1400
FALSE,Belair,802432,Sliema,Townhouse,,,2,1,100,,,1400
FALSE,Belair,307058,Ibrag,Duplex Penthouse,,,2,2,,,,1400
FALSE,Belair,303892,Gzira,Ground Floor Maisonette,,,2,1,,,,1400
FALSE,Belair,801138,Qawra,Penthouse,,,2,2,,,,1400
FALSE,Belair,132038,St Julians,Apartment,,,2,2,,,,1400
FALSE,Belair,5353,Sliema,Apartment,,,2,1,,,,1400
FALSE,Belair,136173,Sliema,Ground Floor Maisonette,,,3,2,,,,1400
FALSE,Belair,135394,Attard,Apartment,,,3,2,220,,,1400
FALSE,Belair,14198,"St. Julians, Portomaso",Duplex Apartment,,,1,2,,,,1400
FALSE,Belair,16218,Ibrag,Apartment,,,3,2,,,,1400
FALSE,Belair,22026,Swieqi,Penthouse,,,2,2,,,,1400
FALSE,Belair,301009,"St. Julians, Portomaso",Duplex Apartment,,,1,1,124,,,1400
FALSE,Belair,304036,Mgarr,Apartment,,,3,2,,,,1400
FALSE,Belair,2899,Msida,Apartment,,,4,2,,,,1400
FALSE,Belair,16240,Swieqi,Apartment,,,3,3,,,,1400
FALSE,Belair,1316,Sliema,Apartment,,,3,2,,,,1450
FALSE,Belair,130122,Swieqi,Apartment,,,3,1,,,,1450
FALSE,Belair,803265,San Pawl Tat-Targa,First Floor (+) Maisonette,,,3,2,,,,1450
FALSE,Belair,132823,Sliema,Apartment,,,2,2,,,,1450
FALSE,Belair,3452,Wardija,Detached Bungalow,,,3,2,,,,1500
FALSE,Belair,307748,Kappara,Apartment,,,3,2,100,,,1500
FALSE,Belair,500657,Ibrag,Apartment,,,3,2,,,,1500
FALSE,Belair,306958,Balzan,Penthouse,,,3,2,,,,1500
FALSE,Belair,132729,Swieqi,Apartment,,,3,1,,,,1500
FALSE,Belair,23265,Swieqi,Apartment,,,3,2,,,,1500
FALSE,Belair,500300,Sliema,Apartment,,,2,1,,,,1500
FALSE,Belair,133659,Sliema,Apartment,,,1,2,,,,1500
FALSE,Belair,305059,St Julians,Apartment,,,3,2,200,,,1500
FALSE,Belair,135335,Gzira,Apartment,,,3,2,100,,,1500
FALSE,Belair,501418,"Sliema, Fort Cambridge",Apartment,,,1,1,,,,1500
FALSE,Belair,502024,St Julians,Apartment,,,2,2,,,,1500
FALSE,Belair,304821,Lija,Apartment,,,3,2,,,,1500
FALSE,Belair,137708,Valletta,Apartment,,,3,1,,,,1500
FALSE,Belair,700465,Attard,Apartment,,,3,2,,,,1500
FALSE,Belair,501572,"St Julians, Pender Gardens",Apartment,,,1,1,,,,1500
FALSE,Belair,24533,Bugibba,Penthouse,,,2,2,,,,1500
FALSE,Belair,501863,St Julians,Apartment,,,2,2,,,,1500
FALSE,Belair,701322,Sliema,Terraced House,,,3,2,,,,1500
FALSE,Belair,503017,Sliema,Apartment,,,3,2,,,,1500
FALSE,Belair,700719,Mellieha,Apartment,,,3,3,220,,,1500
FALSE,Belair,306763,"St Julians, St George'S Park",Elevated Ground Floor Maisonette,,,3,2,,,,1500
FALSE,Belair,135367,Swieqi,Apartment,,,3,2,150,,,P.O.R
FALSE,Belair,136698,Swieqi,Apartment,,,3,2,172,,,1500
FALSE,Belair,133509,Sliema,Apartment,,,2,2,,,,P.O.R
FALSE,Belair,307455,Kalkara,Duplex Apartment,,,2,2,,,,1500
FALSE,Belair,133753,Sliema,Apartment,,,3,2,,,,1500
FALSE,Belair,137667,St Julians,Apartment,,,3,2,,,,1500
FALSE,Belair,137761,Sliema,Apartment,,,2,2,128,,,1500
FALSE,Belair,21501,Sliema,Penthouse,,,2,1,,,,1500
FALSE,Belair,22548,Swieqi,Penthouse,,,2,2,,,,1500
FALSE,Belair,23364,Swieqi,Apartment,,,3,2,,,,1500
FALSE,Belair,12406,Sliema,Apartment,,,3,2,,,,1500
FALSE,Belair,306560,Msida,Apartment,,,3,3,165,,,1500
FALSE,Belair,8450,"St Julians, St George'S Park",Apartment,,,3,2,,,,1500
FALSE,Belair,9108,Wardija,Ground Floor Maisonette,,,2,2,,,,1500
FALSE,Belair,136909,Swieqi,Apartment,,,4,2,,,,1500
FALSE,Belair,136910,Swieqi,Penthouse,,,4,2,,,,1500
FALSE,Belair,134669,Floriana,Ground Floor Maisonette,,,2,1,,,,1500
FALSE,Belair,136899,Gharghur,Apartment,,,3,2,,,,1500
FALSE,Belair,130398,Gzira,Apartment,,,3,2,,,,1500
FALSE,Belair,130394,Gzira,Apartment,,,3,2,,,,1500
FALSE,Belair,701095,Senglea (L-Isla),First Floor (+) Maisonette,,,1,1,75,,,1500
FALSE,Belair,302451,Kalkara,Duplex Penthouse,,,2,2,,,,P.O.R
FALSE,Belair,1168,Sliema,Apartment,,,3,1,,,,1500
FALSE,Belair,19024,Gzira,First Floor (+) Maisonette,,,3,3,,,,1500
FALSE,Belair,17581,Gzira,Penthouse,,,2,2,,,,1500
FALSE,Belair,800091,Qawra,Ground Floor Maisonette,,,2,1,,,,1500
FALSE,Belair,130626,Swieqi,First Floor (+) Maisonette,,,4,1,,,,1500
FALSE,Belair,1746,Sliema,Apartment,,,2,2,,,,1500
FALSE,Belair,131638,Valletta,Apartment,,,1,1,,,,1500
FALSE,Belair,301716,"St Julians, Pender Gardens",Apartment,,,2,2,,,,1500
FALSE,Belair,3269,Sliema,Apartment,,,3,2,,,,1500
FALSE,Belair,15621,Gzira,Apartment,,,3,2,,,,1500
FALSE,Belair,801773,Sliema,Apartment,,,3,3,125,,,1500
FALSE,Belair,19564,Wardija,Semi-basement Maisonette,,,2,2,,,,1500
FALSE,Belair,15735,Swieqi,Apartment,,,2,2,,,,1500
FALSE,Belair,500917,Mellieha,Penthouse,,,3,2,,,,1500
FALSE,Belair,22567,Sliema,Apartment,,,3,2,,,,1500
FALSE,Belair,301207,St Julians,Apartment,,,3,1,,,,1500
FALSE,Belair,130224,St Julians,Apartment,,,2,2,,,,1500
FALSE,Belair,302397,Ibrag,First Floor (+) Maisonette,,,3,2,,,,1500
FALSE,Belair,133727,Sliema,Apartment,,,3,2,,,,1500
FALSE,Belair,16136,Sliema,Penthouse,,,2,2,,,,1550
FALSE,Belair,16595,Msida,Apartment,,,4,4,,,,1600
FALSE,Belair,303257,Sliema,Apartment,,,2,2,,,,1600
FALSE,Belair,21182,Mellieha,Apartment,,,3,1,,,,1600
FALSE,Belair,9093,Pembroke,Terraced House,,,3,3,,,,1600
FALSE,Belair,301814,St Julians,Ground Floor Maisonette,,,3,2,,,,1600
FALSE,Belair,302607,Gzira,Apartment,,,2,2,120,,,1600
FALSE,Belair,20068,St Julians,Apartment,,,2,2,,,,1600
FALSE,Belair,132270,Swieqi,Penthouse,,,2,2,,,,1600
FALSE,Belair,5975,"St. Julians, Portomaso",Apartment,,,2,2,,,,1600
FALSE,Belair,22219,Sliema,Apartment,,,2,1,,,,1600
FALSE,Belair,137544,Sliema,Terraced House,,,4,2,,,,1600
FALSE,Belair,21891,Sliema,Apartment,,,2,2,,,,1600
FALSE,Belair,134721,Sliema,Apartment,,,3,3,143,,,1600
FALSE,Belair,132767,Swieqi,Apartment,,,3,2,145,,,1600
FALSE,Belair,136988,Sliema,Apartment,,,2,1,,,,1600
FALSE,Belair,305130,Sliema,Apartment,,,3,2,190,,,1600
FALSE,Belair,307203,Sliema,Apartment,,,2,2,,,,1600
FALSE,Belair,800371,Qormi,Farmhouse,,,2,2,,,,1600
FALSE,Belair,306893,Lija,Apartment,,,3,2,135,,,1600
FALSE,Belair,136857,"St Julians, Pender Gardens",Apartment,,,1,1,125,,,1600
FALSE,Belair,136356,Swieqi,First Floor (+) Maisonette,,,3,4,,,,1600
FALSE,Belair,136906,Gzira,Retail Outlet,,,,,35,,,1650
FALSE,Belair,136866,Ibrag,Apartment,,,3,2,150,,,1650
FALSE,Belair,18203,Swieqi,First Floor (+) Maisonette,,,3,2,,,,1650
FALSE,Belair,500237,Ibrag,First Floor (+) Maisonette,,,3,2,150,,,1650
FALSE,Belair,301815,St Julians,Elevated Ground Floor Maisonette,,,3,2,,,,1650
FALSE,Belair,9814,"St Julians, St George'S Park",Apartment,,,3,2,,,,1700
FALSE,Belair,22148,Ibrag,Ground Floor Maisonette,,,3,2,,,,1700
FALSE,Belair,7386,Bidnija,Elevated Ground Floor Maisonette,,,4,3,,,,1700
FALSE,Belair,22422,Sliema,Apartment,,,3,2,,,,1700
FALSE,Belair,18066,Sliema,Apartment,,,3,2,,,,1700
FALSE,Belair,304158,Kappara,Semi-detached Villa,,,4,3,,,,1700
FALSE,Belair,302127,Valletta,Apartment,,,2,2,,,,1700
FALSE,Belair,13796,Sliema,Penthouse,,,2,2,,,,1700
FALSE,Belair,501310,Sliema,Apartment,,,2,2,,,,1700
FALSE,Belair,306450,Naxxar,House of Character,,,4,3,,,,1700
FALSE,Belair,504620,Sliema,Apartment,,,2,2,,,,1700
FALSE,Belair,307184,Kalkara,Apartment,,,3,2,145,,,1700
FALSE,Belair,13744,Ibrag,Apartment,,,3,2,160,,,1750
FALSE,Belair,19743,Sliema,Penthouse,,,3,1,,,,1800
FALSE,Belair,19086,St Julians,Apartment,,,2,2,,,,1800
FALSE,Belair,137867,Sliema,Apartment,,,2,2,150,,,1800
FALSE,Belair,16940,Sliema,Penthouse,,,2,2,,,,1800
FALSE,Belair,7299,"St. Julians, Portomaso",Apartment,,,2,2,,,,1800
FALSE,Belair,304241,Mellieha,Apartment,,,3,2,,,,1800
FALSE,Belair,17913,Ibrag,Ground Floor Maisonette,,,3,2,,,,1800
FALSE,Belair,20873,Mellieha,Penthouse,,,2,2,205,,,1800
FALSE,Belair,302118,Sliema,Apartment,,,3,3,,,,1800
FALSE,Belair,501071,Mellieha,Apartment,,,3,1,130,,,1800
FALSE,Belair,801646,Swieqi,Apartment,,,3,2,,,,1800
FALSE,Belair,304542,Sliema,Penthouse,,,3,2,165,,,1800
FALSE,Belair,301812,St Julians,Ground Floor Maisonette,,,3,2,,,,1800
FALSE,Belair,135345,Sliema,Apartment,,,2,2,150,,,1800
FALSE,Belair,803124,St Julians,Apartment,,,3,1,140,,,1800
FALSE,Belair,505004,Sliema,Apartment,,,2,2,,,,1850
FALSE,Belair,16608,Sliema,Apartment,,,3,2,,,,1850
FALSE,Belair,15405,Sliema,Apartment,,,3,3,,,,1850
FALSE,Belair,134719,Sliema,Apartment,,,3,3,134,,,1850
FALSE,Belair,18275,"St. Julians, Portomaso",Apartment,,,2,2,,,,1900
FALSE,Belair,135469,Swieqi,Apartment,,,3,1,,,,1900
FALSE,Belair,136093,Sliema,Apartment,,,3,2,250,,,1900
FALSE,Belair,307318,Naxxar,House of Character,,,4,2,140,,,2000
FALSE,Belair,307773,Ta' Xbiex,Apartment,,,3,2,120,,,2000
FALSE,Belair,134826,Swieqi,Duplex Penthouse,,,2,2,80,,,2000
FALSE,Belair,305077,Madliena,Apartment,,,3,2,130,,,2000
FALSE,Belair,305449,Bahar Ic-Caghaq,Apartment,,,4,2,270,,,2000
FALSE,Belair,137377,Kalkara,First Floor (+) Maisonette,,,2,2,,,,2000
FALSE,Belair,500136,Sliema,Apartment,,,2,2,,,,2000
FALSE,Belair,3524,Sliema,Apartment,,,3,2,,,,2000
FALSE,Belair,17402,"St. Julians, Portomaso",Duplex Apartment,,,2,2,,,,2000
FALSE,Belair,5417,St Julians,Apartment,,,3,2,,,,2000
FALSE,Belair,21502,Sliema,Apartment,,,3,2,,,,2000
FALSE,Belair,132866,Sliema,Apartment,,,2,2,120,,,2000
FALSE,Belair,18088,Kappara,Fully-detached Villa,,,3,2,,,,2000
FALSE,Belair,12833,St Julians,Apartment,,,2,2,,,,2000
FALSE,Belair,13351,"Vittoriosa, St Angelo Mansions",Apartment,,,2,2,,,,2000
FALSE,Belair,14056,"St. Julians, Portomaso",Duplex Apartment,,,1,1,,,,2000
FALSE,Belair,133523,Sliema,Duplex Apartment,,,3,2,,,,2000
FALSE,Belair,800731,Mellieha,Apartment,,,3,3,205,,,2100
FALSE,Belair,134843,St Julians,Apartment,,,3,2,150,,,2100
FALSE,Belair,301813,St Julians,Duplex Penthouse,,,3,2,,,,2100
FALSE,Belair,135422,Ibrag,Terraced House,,,4,2,180,,,2150
FALSE,Belair,137551,Swieqi,Apartment,,,3,2,,,,2150
FALSE,Belair,5217,Sliema,Apartment,,,3,2,,,,2200
FALSE,Belair,133445,St Julians,Apartment,,,3,2,,,,2200
FALSE,Belair,504967,St Julians,Apartment,,,3,3,190,,,2200
FALSE,Belair,803048,St Julians,Penthouse,,,3,2,130,,,2200
FALSE,Belair,302876,Sliema,Apartment,,,2,2,,,,2200
FALSE,Belair,11897,Sliema,Apartment,,,2,2,,,,2200
FALSE,Belair,9498,Rabat,House of Character,,,3,2,,,,2200
FALSE,Belair,301913,Vittoriosa (Birgu),Apartment,,,3,2,,,,2200
FALSE,Belair,11225,Ta' Xbiex,Apartment,,,3,2,,,,2200
FALSE,Belair,16111,Swieqi,Semi-detached Villa,,,4,2,,,,2200
FALSE,Belair,305280,Ta' Xbiex,Independent Offices,,,,,88,,,2200
FALSE,Belair,15659,"St. Julians, Portomaso",Duplex Apartment,,,2,2,,,,2200
FALSE,Belair,12864,"Sliema, Tigne Point",Apartment,,,3,2,,,,2300
FALSE,Belair,9148,Gzira,Independent Offices,,,,,120,,,2300
FALSE,Belair,801976,Sliema,Duplex Penthouse,,,4,4,,,,2300
FALSE,Belair,133650,"Mellieha, Tas-Sellum",Apartment,,,4,4,,,,2300
FALSE,Belair,134101,Sliema,Apartment,,,2,2,,,,2300
FALSE,Belair,134632,St Julians,Apartment,,,3,2,170,,,2300
FALSE,Belair,305697,Sliema,Terraced House,,,5,2,,,,2300
FALSE,Belair,306461,Ibrag,Semi-detached Villa,,,3,4,,,,2300
FALSE,Belair,501405,Sliema,Penthouse,,,2,2,,,,2300
FALSE,Belair,137305,Pembroke,Semi-detached Villa,,,4,2,,,,2300
FALSE,Belair,3208,Burmarrad,House of Character,,,4,3,,,,2350
FALSE,Belair,136274,Swieqi,Independent Offices,,,,,93,,,2383
FALSE,Belair,132821,Sliema,Apartment,,,2,1,,,,2400
FALSE,Belair,801648,Swieqi,Apartment,,,3,2,,,,2400
FALSE,Belair,14910,Ta' Xbiex,Apartment,,,3,2,170,,,2400
FALSE,Belair,3522,"St. Julians, Portomaso",Apartment,,,3,2,,,,2400
FALSE,Belair,137526,Sliema,Apartment,,,3,2,140,,,2400
FALSE,Belair,501698,Sliema,Apartment,,,1,1,,,,2433
FALSE,Belair,10843,Sliema,Townhouse,,,3,3,,,,2450
FALSE,Belair,305168,Naxxar,Independent Offices,,,,,185,,,2480
FALSE,Belair,16383,St Julians,Townhouse,,,3,3,300,,,2500
FALSE,Belair,305063,Iklin,Detached Bungalow,,,3,3,,,,2500
FALSE,Belair,17343,Swieqi,Duplex Apartment,,,3,2,,,,2500
FALSE,Belair,12439,"St. Julians, Portomaso",Apartment,,,2,2,125,,,2500
FALSE,Belair,16900,"Sliema, Fort Cambridge",Apartment,,,2,2,,,,2500
FALSE,Belair,5976,St Julians,Penthouse,,,3,2,,,,2500
FALSE,Belair,7027,Ta' Xbiex,Independent Offices,,,,,,,,2500
FALSE,Belair,23481,"St. Julians, Portomaso",Duplex Apartment,,,2,2,,,,2500
FALSE,Belair,133809,Sliema,Penthouse,,,2,3,,,,2500
FALSE,Belair,304254,Sliema,Independent Offices,,,,,80,,,2500
FALSE,Belair,500539,Sliema,Apartment,,,3,2,,,,2500
FALSE,Belair,305312,Sliema,Apartment,,,3,1,,,,2500
FALSE,Belair,501308,Sliema,Penthouse,,,2,2,,,,2500
FALSE,Belair,307331,St Julians,Penthouse,,,3,2,,,,2500
FALSE,Belair,307752,Sliema,Apartment,,,3,2,150,,,2500
FALSE,Belair,15436,Gzira,Class 4C,,,,,180,,,2585
FALSE,Belair,130624,Ibrag,Retail Outlet,,,,,70,,,2585
FALSE,Belair,500541,Sliema,Apartment,,,3,2,100,,,2600
FALSE,Belair,19711,"Sliema, Tigne Point",Apartment,,,2,1,,,,2600
FALSE,Belair,3328,Sliema,Apartment,,,3,3,,,,2600
FALSE,Belair,22423,St Julians,Apartment,,,2,2,,,,2600
FALSE,Belair,24318,San Gwann,Independent Offices,,,,,400,,,2700
FALSE,Belair,500543,Sliema,Apartment,,,3,2,,,,2700
FALSE,Belair,501393,Sliema,Apartment,,,3,2,100,,,2700
FALSE,Belair,501395,Sliema,Apartment,,,3,2,100,,,2700
FALSE,Belair,501397,Sliema,Apartment,,,3,2,100,,,2700
FALSE,Belair,132773,Sliema,Apartment,,,3,2,,,,2750
FALSE,Belair,504865,"Sliema, Tigne Point",Apartment,,,2,1,156,,,2750
FALSE,Belair,302190,Sliema,Penthouse,,,2,2,,,,2800
FALSE,Belair,20311,St Julians,Apartment,,,2,2,,,,2800
FALSE,Belair,137324,Madliena,Apartment,,,2,2,150,,,2800
FALSE,Belair,303472,Msida,Independent Offices,,,,,220,,,2833
FALSE,Belair,16852,"Sliema, Fort Cambridge",Apartment,,,3,2,,,,2850
FALSE,Belair,14256,Sliema,Apartment,,,3,3,,,,2900
FALSE,Belair,24469,"Sliema, Tigne Point",Apartment,,,1,2,,,,P.O.R
FALSE,Belair,3033,St Julians,Detached Bungalow,,,2,1,,,,2900
FALSE,Belair,136227,St Julians,Apartment,,,2,2,142,,,2900
FALSE,Belair,302409,Gzira,Penthouse,,,3,3,,,,3000
FALSE,Belair,134179,St Julians,Duplex Penthouse,,,2,2,,,,3000
FALSE,Belair,501324,Sliema,Apartment,,,3,2,157,,,3000
FALSE,Belair,501335,Sliema,Apartment,,,3,2,157,,,3000
FALSE,Belair,135567,Sliema,Apartment,,,3,2,,,,3000
FALSE,Belair,135624,Sliema,Apartment,,,3,2,155,,,3000
FALSE,Belair,305695,Sliema,Terraced House,,,4,2,,,,3000
FALSE,Belair,306892,Lija,Penthouse,,,2,3,135,,,3000
FALSE,Belair,501399,Sliema,Apartment,,,2,2,115,,,3000
FALSE,Belair,130300,St Julians,Apartment,,,2,0,,,,3000
FALSE,Belair,19356,"Sliema, Fort Cambridge",Apartment,,,3,2,192,,,3000
FALSE,Belair,9680,"Sliema, Tigne Point",Apartment,,,3,2,,,,3000
FALSE,Belair,16148,"Sliema, Tigne Point",Apartment,,,2,2,151,,,3000
FALSE,Belair,20541,"Sliema, Fort Cambridge",Apartment,,,3,2,196,,,3000
FALSE,Belair,130920,Sliema,Apartment,,,4,2,,,,3000
FALSE,Belair,14840,"Sliema, Tigne Point",Apartment,,,3,4,,,,3000
FALSE,Belair,15164,Swatar,Independent Offices,,,,,190,,,3100
FALSE,Belair,18584,"Sliema, Fort Cambridge",Apartment,,,3,2,193,,,3200
FALSE,Belair,18620,"Sliema, Fort Cambridge",Apartment,,,3,2,196,,,3200
FALSE,Belair,305894,"Sliema, Tigne Point",Apartment,,,3,2,200,,,3200
FALSE,Belair,18623,"Sliema, Fort Cambridge",Apartment,,,3,2,192,,,3200
FALSE,Belair,135630,Sliema,Apartment,,,3,2,330,,,3300
FALSE,Belair,20721,"St. Julians, Portomaso",Apartment,,,3,3,,,,3300
FALSE,Belair,2057,Kappara,Semi-detached Villa,,,3,2,,,,3300
FALSE,Belair,132586,Sliema,Penthouse,,,3,2,,,,3500
FALSE,Belair,131893,"Sliema, Tigne Point",Apartment,,,3,2,,,,3500
FALSE,Belair,18644,Sliema,Apartment,,,3,2,173,,,3500
FALSE,Belair,18645,Sliema,Apartment,,,3,3,173,,,3500
FALSE,Belair,20654,St Julians,Ground Floor Maisonette,,,3,3,,,,3500
FALSE,Belair,19522,Swieqi,Semi-detached Villa,,,3,2,,,,3500
FALSE,Belair,11703,"Sliema, Tigne Point",Apartment,,,3,2,,,,3500
FALSE,Belair,23388,Madliena,Semi-detached Bungalow,,,4,2,,,,3500
FALSE,Belair,302297,San Pawl Tat-Targa,Semi-detached Villa,,,3,2,,,,3500
FALSE,Belair,131614,Sliema,Apartment,,,3,3,,,,3500
FALSE,Belair,11780,Sliema,Apartment,,,4,2,,,,3500
FALSE,Belair,800383,Sliema,Apartment,,,3,2,175,,,3500
FALSE,Belair,501309,Sliema,Apartment,,,4,2,,,,3500
FALSE,Belair,501340,Sliema,Apartment,,,2,2,157,,,3500
FALSE,Belair,305381,Sliema,Terraced House,,,3,3,,,,3500
FALSE,Belair,135554,Sliema,Apartment,,,3,2,,,,3500
