Type,Province,Town,Bedrooms,Stage,Reference_count,Bathrooms_median,IntArea_median,ExtArea_median,Price_min,Price_max,Price_median
Penthouse,Central,Qormi,3.0,Plan,19,2.0,120.0,33.0,249000.0,400000.0,318400.0
Maisonette,East,Valletta,1.0,Unclassified,3,1.0,,,300000.0,319000.0,318000.0
Apartment,West,Zebbug,3.0,Furnished,11,2.0,130.0,10.0,265000.0,450000.0,318000.0
Penthouse,Central,Birkirkara,3.0,Shell,4,2.5,120.0,10.0,255000.0,375000.0,317500.0
Townhouse,South,Paola,3.0,Finished,4,2.0,129.0,18.0,250000.0,639000.0,317500.0
Apartment,Gozo,Gozo - Sannat,3.0,Furnished,2,2.5,129.0,10.0,290000.0,345000.0,317500.0
Penthouse,North,Mgarr,1.0,Finished,2,1.5,70.0,34.0,280000.0,355000.0,317500.0
Maisonette,East,Kappara,2.0,Finished,4,2.0,,,285000.0,365000.0,317500.0
Apartment Duplex,East,Gzira,3.0,Furnished,2,2.0,,,315000.0,320000.0,317500.0
Apartment,East,Gzira,3.0,Plan,24,2.0,126.5,7.0,239000.0,405000.0,317500.0
Maisonette,South,Marsaskala,3.0,Unclassified,12,2.0,110.0,28.0,265000.0,418000.0,317500.0
Maisonette,South,Fgura,3.0,Furnished,22,1.0,123.5,23.5,239000.0,426000.0,317000.0
Apartment,North,Qawra,3.0,Plan,100,2.0,132.0,29.0,213000.0,582500.0,316500.0
Penthouse,South,Luqa,3.0,Shell,2,2.0,,,260000.0,372000.0,316000.0
Maisonette,East,Saint Julian's,2.0,Plan,7,1.0,87.0,5.0,285000.0,425000.0,316000.0
Apartment,South,Birzebbuga,4.0,Furnished,3,2.0,158.0,2.0,275000.0,317000.0,316000.0
Maisonette,South,Marsaxlokk,3.0,Unclassified,6,2.0,141.58,51.2,286000.0,336000.0,315500.0
Maisonette,South,Luqa,3.0,Unclassified,3,2.0,120.0,40.0,266000.0,426000.0,315000.0
Maisonette,Central,Birkirkara,3.0,Plan,6,2.0,75.0,77.0,250000.0,385000.0,315000.0
Maisonette,South,Fgura,2.0,Unclassified,11,1.0,137.5,15.0,265000.0,405000.0,315000.0
Penthouse,West,Rabat,1.0,Finished,5,1.0,68.5,24.0,245000.0,430000.0,315000.0
Apartment,North,Qawra,3.0,Unclassified,20,2.0,125.0,10.0,190000.0,580000.0,315000.0
Penthouse,West,Zebbug,2.0,Plan,7,2.0,78.5,62.0,271000.0,346500.0,315000.0
Apartment,West,Siggiewi,3.0,Unclassified,19,2.0,127.0,15.0,249000.0,375000.0,315000.0
Penthouse,North,Bugibba,3.0,Unclassified,2,1.5,89.0,128.0,300000.0,330000.0,315000.0
Terraced House,Gozo,Gozo - Fontana,3.0,Shell,2,3.5,85.0,47.5,315000.0,315000.0,315000.0
Apartment,East,San Gwann,3.0,Furnished,11,2.0,118.5,6.0,270000.0,445000.0,315000.0
Maisonette,Central,Naxxar,2.0,Plan,5,2.0,116.0,31.0,265000.0,380000.0,315000.0
Maisonette,North,Qawra,3.0,Furnished,5,2.0,,,240000.0,395000.0,315000.0
Apartment,South,Kalkara,1.0,Plan,106,1.0,54.0,10.0,215000.0,585000.0,315000.0
Apartment,East,Gzira,3.0,Finished,71,2.0,110.0,12.0,225000.0,480000.0,315000.0
Maisonette Duplex,East,Msida,2.0,Plan,4,2.0,146.5,43.5,300000.0,320000.0,315000.0
Apartment,Central,Birkirkara,4.0,Finished,7,2.0,,,212000.0,425000.0,315000.0
Penthouse,Central,Hamrun,3.0,Plan,2,2.0,0.0,56.0,225000.0,405000.0,315000.0
Penthouse,South,Ghaxaq,3.0,Plan,3,2.0,145.0,48.0,303000.0,499000.0,314000.0
Penthouse,South,Zejtun,2.0,Unclassified,8,2.0,99.96,25.46,280000.0,329000.0,313500.0
Penthouse,South,Ghaxaq,3.0,Finished,5,2.0,,,303000.0,447000.0,313000.0
Maisonette,North,Bugibba,3.0,Finished,2,2.5,100.0,15.0,280000.0,346000.0,313000.0
Apartment,East,San Gwann,4.0,Unclassified,2,1.5,129.0,11.0,266000.0,360000.0,313000.0
Maisonette Duplex,Central,Hamrun,3.0,Unclassified,2,2.0,,,260000.0,365000.0,312500.0
Maisonette Duplex,Central,Birkirkara,3.0,Furnished,2,1.5,128.0,37.0,250000.0,375000.0,312500.0
Penthouse,Central,Lija,1.0,Plan,2,1.0,53.0,57.0,266000.0,359000.0,312500.0
Apartment,East,Sliema,3.0,Shell,12,2.0,77.5,17.0,280000.0,530000.0,312500.0
Maisonette,South,Zejtun,2.0,Furnished,2,2.0,120.0,80.0,265000.0,360000.0,312500.0
Apartment,Central,Attard,2.0,Furnished,4,2.0,60.0,7.0,240000.0,365000.0,312500.0
House of Character,Central,Qormi,2.0,Finished,2,2.0,,,275000.0,350000.0,312500.0
Penthouse,North,Bugibba,2.0,Furnished,6,1.0,58.0,33.0,265000.0,350000.0,312500.0
Penthouse,South,Birzebbuga,2.0,Plan,3,2.0,0.0,32.5,295000.0,412000.0,312000.0
Penthouse,Central,Iklin,1.0,Unclassified,2,1.0,,,250000.0,374000.0,312000.0
Penthouse,North,Burmarrad,3.0,Shell,7,2.0,122.0,15.0,301000.0,480000.0,311000.0
Apartment,West,Dingli,3.0,Shell,4,2.0,127.0,16.0,303000.0,330000.0,310500.0
Maisonette,Central,Naxxar,3.0,Finished,7,2.0,140.0,40.0,298000.0,425000.0,310000.0
Penthouse Duplex,Central,Hamrun,3.0,Furnished,3,2.5,131.0,36.0,270000.0,320000.0,310000.0
Apartment,East,Sliema,2.0,Furnished,25,1.0,85.0,6.5,235000.0,485000.0,310000.0
Apartment,South,Marsaskala,3.0,Finished,779,1.0,128.5,15.0,210000.0,530000.0,310000.0
Apartment,North,Qawra,3.0,Finished,75,2.0,120.5,19.5,196000.0,580000.0,310000.0
Penthouse,South,Ghaxaq,2.0,Plan,8,2.0,98.5,33.0,265000.0,310000.0,310000.0
Apartment,East,Gharghur,2.0,Plan,3,2.0,87.0,19.0,265000.0,399000.0,310000.0
Maisonette,North,Saint Paul's Bay,2.0,Finished,22,2.0,42.5,15.5,255000.0,355000.0,310000.0
Maisonette,Central,Naxxar,3.0,Unclassified,6,2.0,107.5,15.0,280000.0,425000.0,310000.0
Maisonette,North,Mellieha,3.0,Shell,5,2.0,113.0,28.0,250000.0,327000.0,310000.0
Terraced House,Gozo,Gozo - Nadur,1.0,Furnished,2,1.0,96.0,25.0,305000.0,315000.0,310000.0
Apartment Duplex,East,Gzira,2.0,Furnished,2,2.0,,,310000.0,310000.0,310000.0
Penthouse Duplex,North,Saint Paul's Bay,2.0,Finished,6,2.0,118.0,30.0,250000.0,420000.0,310000.0
Maisonette,East,Gzira,2.0,Furnished,4,1.5,132.5,12.5,255000.0,380000.0,310000.0
Apartment,Gozo,Gozo - Kercem,3.0,Shell,3,3.0,135.0,27.0,245000.0,320000.0,310000.0
Apartment,North,Qawra,1.0,Finished,3,1.0,113.0,14.0,275500.0,310000.0,310000.0
Penthouse,West,Zebbug,2.0,Shell,2,2.0,,,290000.0,330000.0,310000.0
Apartment,East,Ta' Xbiex,3.0,Furnished,4,2.0,114.0,6.0,276000.0,385000.0,309500.0
Apartment,South,Qrendi,3.0,Furnished,6,2.0,115.5,13.5,265000.0,425000.0,309500.0
Penthouse,South,Luqa,3.0,Plan,5,2.0,105.0,25.0,275000.0,372000.0,309000.0
Apartment,East,Gzira,2.0,Furnished,28,2.0,80.0,5.0,202000.0,480000.0,309000.0
Maisonette,West,Zebbug,2.0,Plan,5,2.0,117.0,35.5,265000.0,402500.0,309000.0
Penthouse,Central,Birkirkara,2.0,Finished,15,2.0,87.0,33.0,210000.0,395000.0,309000.0
Penthouse Duplex,Central,Birkirkara,2.0,Unclassified,2,2.0,87.5,18.5,300000.0,318000.0,309000.0
Penthouse,South,Ghaxaq,2.0,Shell,2,2.0,,,300000.0,318000.0,309000.0
House of Character,Central,Birkirkara,2.0,Furnished,6,1.0,110.0,25.0,265000.0,530000.0,308500.0
Townhouse,Central,Birkirkara,2.0,Unclassified,6,2.0,123.0,17.0,250000.0,375000.0,308500.0
Apartment,West,Mtarfa,3.0,Furnished,5,1.0,116.0,10.0,270000.0,356000.0,308000.0
Maisonette Duplex,Central,Santa Venera,2.0,Furnished,2,2.0,,,308000.0,308000.0,308000.0
Maisonette,South,Marsaskala,3.0,Finished,23,2.0,114.5,36.5,235000.0,355000.0,308000.0
Maisonette,West,Mtarfa,3.0,Furnished,2,2.0,146.0,54.0,295000.0,320000.0,307500.0
Maisonette,Central,Hamrun,2.0,Furnished,4,1.5,149.5,67.0,265700.0,320000.0,306500.0
Maisonette,South,Marsa,2.0,Unclassified,2,1.0,135.0,18.0,228000.0,385000.0,306500.0
Penthouse,South,Ghaxaq,2.0,Unclassified,4,1.0,0.0,30.0,295000.0,319000.0,306500.0
Apartment,South,Kirkop,3.0,Finished,4,2.0,117.0,22.0,302000.0,310000.0,306000.0
Maisonette,South,Marsaxlokk,3.0,Plan,25,2.0,118.5,45.0,235000.0,346000.0,306000.0
Maisonette,South,Marsaskala,3.0,Shell,6,2.0,0.0,27.0,295000.0,320000.0,305000.0
Maisonette,South,Paola,2.0,Furnished,2,1.5,,,270000.0,340000.0,305000.0
Maisonette,South,Zurrieq,3.0,Plan,4,2.0,128.0,32.0,295000.0,315000.0,305000.0
Apartment,Gozo,Gozo - Victoria,3.0,Finished,3,2.0,99.5,8.5,275000.0,325000.0,305000.0
Maisonette,East,Gzira,3.0,Plan,4,2.0,88.5,17.0,265000.0,375000.0,304500.0
Penthouse,South,Zabbar,2.0,Finished,26,2.0,90.0,27.5,196700.0,475000.0,303500.0
Apartment,Central,Santa Venera,3.0,Furnished,14,2.0,120.5,13.5,234000.0,457000.0,303500.0
Apartment,North,Mellieha,3.0,Plan,138,2.0,152.0,18.0,219300.0,585500.0,303500.0
Maisonette,Central,Santa Venera,2.0,Unclassified,4,1.5,78.0,29.0,259000.0,373000.0,303000.0
Apartment,North,Burmarrad,3.0,Finished,25,2.0,145.0,20.0,265000.0,515000.0,303000.0
Apartment,South,Birzebbuga,3.0,Furnished,20,2.0,100.0,11.0,230000.0,430000.0,303000.0
Apartment,West,Siggiewi,3.0,Finished,31,2.0,105.0,14.0,270000.0,351000.0,303000.0
Maisonette,Central,Mosta,2.0,Unclassified,3,2.0,100.0,6.0,295000.0,345000.0,303000.0
Apartment,North,Burmarrad,3.0,Furnished,3,2.0,135.0,8.0,299000.0,335000.0,303000.0
Penthouse,East,Saint Julian's,1.0,Finished,2,1.5,,,255000.0,350000.0,302500.0
Apartment,West,Zebbug,2.0,Furnished,2,1.0,76.0,22.0,302000.0,303000.0,302500.0
Maisonette,South,Paola,3.0,Plan,3,2.0,121.0,44.0,276000.0,345000.0,302000.0
Apartment,South,Kalkara,3.0,Plan,24,2.0,126.5,9.0,287000.0,315000.0,301500.0
Maisonette,South,Zurrieq,3.0,Finished,16,2.0,117.5,39.0,255000.0,399000.0,301500.0
Maisonette,Central,Hamrun,3.0,Furnished,6,2.0,110.0,48.0,275000.0,398500.0,301500.0
Apartment,Central,Iklin,2.0,Unclassified,4,1.0,98.0,14.5,298000.0,310000.0,301500.0
Penthouse,South,Luqa,3.0,Finished,6,2.0,129.0,26.0,275000.0,535000.0,301000.0
Penthouse,North,Saint Paul's Bay,2.0,Shell,2,2.0,101.0,20.0,265000.0,335000.0,300000.0
Apartment,East,Msida,3.0,Furnished,32,2.0,92.0,15.0,215000.0,385000.0,300000.0
Penthouse,North,Saint Paul's Bay,3.0,Plan,10,2.0,96.0,18.0,300000.0,375000.0,300000.0
Penthouse,South,Birzebbuga,1.0,Finished,3,1.0,99.0,2.0,272000.0,350000.0,300000.0
Maisonette,East,Pieta,3.0,Unclassified,3,2.0,120.5,14.0,295000.0,308000.0,300000.0
Apartment,North,Qawra,3.0,Furnished,34,2.0,115.0,22.0,185000.0,580000.0,300000.0
Apartment,Central,Swatar,3.0,Shell,17,2.0,134.0,23.0,250000.0,355000.0,300000.0
Penthouse,Central,Birkirkara,2.0,Plan,6,2.0,88.0,89.0,266000.0,300000.0,300000.0
Apartment,Central,Swatar,3.0,Finished,37,2.0,,,250000.0,405000.0,300000.0
Penthouse,South,Zurrieq,2.0,Finished,11,2.0,85.0,29.0,239000.0,525000.0,300000.0
Townhouse,South,Paola,4.0,Furnished,3,3.0,,,255000.0,415000.0,300000.0
Maisonette,Central,Swatar,2.0,Plan,5,2.0,,,287000.0,303000.0,300000.0
Maisonette,South,Zabbar,3.0,Unclassified,11,2.0,120.0,18.0,225000.0,430000.0,300000.0
Apartment,East,Ta' Xbiex,2.0,Plan,9,2.0,90.0,16.0,210000.0,300000.0,300000.0
Apartment,East,Saint Julian's,2.0,Plan,76,1.0,78.5,8.5,245000.0,495000.0,300000.0
Maisonette,South,Ghaxaq,3.0,Plan,2,1.5,125.0,40.0,300000.0,300000.0,300000.0
Maisonette,North,Mellieha,3.0,Plan,16,2.0,166.5,41.0,245000.0,430000.0,300000.0
Penthouse,Gozo,Gozo - Nadur,2.0,Shell,2,2.0,157.0,53.0,300000.0,300000.0,300000.0
Penthouse,South,Marsaskala,2.0,Finished,19,2.0,88.0,35.0,250000.0,478000.0,300000.0
Apartment,East,Sliema,1.0,Plan,12,2.0,57.0,3.0,230000.0,335000.0,300000.0
Penthouse,North,Mellieha,1.0,Finished,5,1.0,,,215000.0,419000.0,300000.0
Apartment,East,Saint Julian's,2.0,Unclassified,27,2.0,88.6,3.65,240000.0,590000.0,300000.0
Maisonette,South,Marsaskala,3.0,Plan,18,2.0,116.0,23.0,225000.0,370000.0,300000.0
Penthouse Duplex,Central,Birkirkara,2.0,Furnished,2,2.0,,,299000.0,300000.0,299500.0
Maisonette,North,Xemxija,3.0,Finished,8,2.0,139.5,50.0,250000.0,350000.0,299500.0
Penthouse,East,Kappara,1.0,Finished,2,1.5,,,249000.0,349500.0,299250.0
Apartment,North,Saint Paul's Bay,3.0,Finished,92,2.0,111.0,14.0,195000.0,595000.0,299000.0
Apartment,South,Senglea,1.0,Unclassified,4,1.0,,,299000.0,430000.0,299000.0
Maisonette,West,Siggiewi,2.0,Finished,4,2.0,95.0,20.0,288000.0,308000.0,299000.0
Maisonette,Central,Qormi,2.0,Furnished,7,1.0,104.0,15.0,223000.0,375000.0,299000.0
Maisonette,South,Qrendi,3.0,Finished,7,2.0,,,230000.0,356000.0,299000.0
Maisonette,Central,Swatar,2.0,Unclassified,3,2.0,,,292000.0,370000.0,299000.0
Maisonette Duplex,South,Paola,3.0,Furnished,3,2.0,,,295000.0,309000.0,299000.0
Apartment,South,Senglea,2.0,Plan,2,1.0,,,299000.0,299000.0,299000.0
Townhouse,Central,Birkirkara,1.0,Furnished,2,1.0,80.0,40.0,147500.0,450000.0,298750.0
Penthouse,South,Qrendi,2.0,Finished,6,2.0,0.0,45.0,258000.0,360000.0,298500.0
Maisonette,Gozo,Gozo - Nadur,3.0,Finished,4,2.0,142.0,15.0,266500.0,341500.0,298250.0
Penthouse,Central,Qormi,2.0,Finished,295,2.0,80.0,40.0,220000.0,372000.0,298000.0
Penthouse,Central,Qormi,3.0,Unclassified,5,2.0,121.5,30.5,285000.0,447000.0,298000.0
Apartment,East,Gzira,3.0,Unclassified,29,2.0,128.0,15.0,225000.0,380000.0,298000.0
Apartment,West,Zebbug,3.0,Plan,63,2.0,125.0,13.5,245000.0,372000.0,298000.0
Penthouse,East,Pieta,2.0,Plan,3,2.0,65.0,30.0,260000.0,303000.0,298000.0
Maisonette,South,Fgura,2.0,Furnished,9,1.0,106.0,24.0,245000.0,360000.0,298000.0
Apartment,East,Msida,3.0,Unclassified,27,2.0,123.5,10.0,215000.0,404000.0,298000.0
Apartment,South,Luqa,3.0,Furnished,16,2.0,115.0,12.5,245000.0,350000.0,298000.0
Penthouse,South,Fgura,3.0,Unclassified,8,2.0,92.5,38.0,255000.0,372000.0,298000.0
Penthouse,South,Tarxien,2.0,Shell,3,2.0,77.5,37.0,235000.0,314000.0,298000.0
Maisonette,South,Zejtun,3.0,Shell,3,2.0,170.0,83.0,265000.0,383000.0,298000.0
Apartment,East,Pembroke,3.0,Shell,30,2.0,82.0,12.0,275000.0,309500.0,297750.0
Apartment,East,San Gwann,4.0,Finished,2,1.5,135.0,15.0,270000.0,325000.0,297500.0
Maisonette,Central,Attard,3.0,Plan,8,2.5,110.0,27.5,273000.0,425000.0,297500.0
Penthouse,South,Zurrieq,2.0,Unclassified,2,1.5,67.0,38.0,285000.0,310000.0,297500.0
Maisonette,North,Xemxija,2.0,Furnished,4,1.0,60.0,10.0,270000.0,325000.0,297500.0
Penthouse,South,Zabbar,2.0,Unclassified,8,2.0,76.0,46.0,212000.0,400000.0,297500.0
Apartment,South,Marsaskala,3.0,Furnished,56,2.0,115.0,14.0,224000.0,585000.0,297500.0
Penthouse,South,Zejtun,2.0,Shell,8,2.0,90.5,25.0,255000.0,329000.0,297500.0
Maisonette,North,Mellieha,3.0,Finished,30,2.0,134.5,25.5,245000.0,399000.0,297500.0
Penthouse,East,Msida,2.0,Furnished,4,1.0,45.0,25.5,280000.0,299000.0,297000.0
Maisonette,West,Zebbug,3.0,Finished,5,3.0,140.0,15.0,255000.0,383000.0,297000.0
Apartment,West,Rabat,3.0,Finished,37,2.0,110.0,10.5,250000.0,385000.0,297000.0
Maisonette,West,Dingli,2.0,Plan,2,1.5,84.0,36.0,294000.0,300000.0,297000.0
Apartment,West,Rabat,3.0,Shell,6,2.0,108.0,11.0,266000.0,313000.0,297000.0
Apartment,North,Mellieha,3.0,Unclassified,29,2.0,110.0,15.0,245000.0,580000.0,297000.0
Maisonette,Central,Mosta,1.0,Unclassified,2,1.0,94.5,11.18,261000.0,331000.0,296000.0
Townhouse,South,Zabbar,2.0,Unclassified,5,1.5,87.5,11.5,197000.0,375000.0,296000.0
Maisonette,Central,Attard,2.0,Finished,2,,,,266000.0,325000.0,295500.0
Maisonette Duplex,East,Floriana,1.0,Unclassified,2,1.0,88.0,1.0,292000.0,299000.0,295500.0
Maisonette,South,Birzebbuga,3.0,Furnished,5,2.0,120.0,25.0,279000.0,420000.0,295000.0
Penthouse Duplex,East,Msida,2.0,Finished,2,1.5,,,290000.0,300000.0,295000.0
Penthouse,Central,Iklin,2.0,Finished,4,2.0,47.0,44.0,255000.0,300000.0,295000.0
Penthouse,East,Msida,2.0,Plan,9,1.0,81.0,23.0,185500.0,360000.0,295000.0
Penthouse,South,Marsaskala,2.0,Furnished,7,2.0,78.0,29.5,245000.0,480000.0,295000.0
Penthouse,South,Ghaxaq,2.0,Finished,14,2.0,100.0,17.0,266000.0,319000.0,295000.0
Maisonette,North,Qawra,2.0,Furnished,3,1.0,42.0,34.5,235000.0,295000.0,295000.0
Maisonette,North,Qawra,3.0,Finished,7,2.0,123.5,32.0,248000.0,330000.0,295000.0
Apartment,South,Marsaskala,3.0,Shell,40,2.0,114.0,15.0,198000.0,585000.0,295000.0
Maisonette,Central,Qormi,3.0,Finished,16,2.0,122.0,29.0,250000.0,351000.0,295000.0
Apartment,North,Bugibba,3.0,Shell,2,2.0,,,295000.0,295000.0,295000.0
Penthouse,East,Pieta,2.0,Finished,15,2.0,90.0,34.5,265000.0,620000.0,295000.0
Penthouse,North,Qawra,2.0,Shell,7,2.0,97.5,33.0,265000.0,372000.0,295000.0
Penthouse,Central,Santa Venera,3.0,Plan,2,1.0,101.0,19.0,195000.0,395000.0,295000.0
Apartment,North,Mellieha,3.0,Finished,124,2.0,118.0,16.0,213000.0,585000.0,295000.0
Maisonette,Central,Mosta,2.0,Finished,27,2.0,122.0,26.5,230000.0,385000.0,295000.0
Maisonette,Central,Qormi,3.0,Plan,7,2.0,166.0,56.0,285000.0,425000.0,295000.0
Penthouse,Gozo,Gozo - Sannat,1.0,Shell,2,1.5,78.0,32.5,163500.0,425000.0,294250.0
Penthouse,East,Pieta,3.0,Finished,4,2.0,,,210000.0,690000.0,294000.0
Penthouse,South,Zejtun,1.0,Unclassified,2,1.0,75.0,55.0,278000.0,310000.0,294000.0
Apartment,South,Kalkara,3.0,Finished,35,2.0,114.5,20.0,223000.0,385000.0,293000.0
Penthouse,South,Kalkara,2.0,Plan,4,2.0,85.0,17.0,293000.0,293000.0,293000.0
Penthouse Duplex,East,Msida,2.0,Plan,2,2.0,112.0,23.0,290000.0,295000.0,292500.0
Townhouse,Central,Qormi,2.0,Unclassified,4,2.0,140.0,13.0,250000.0,595000.0,292500.0
Maisonette,Central,Qormi,2.0,Plan,2,1.5,90.0,6.0,265000.0,320000.0,292500.0
Maisonette,Central,Attard,2.0,Plan,3,2.0,92.5,10.0,273000.0,300000.0,292500.0
Apartment,West,Siggiewi,3.0,Plan,14,2.0,125.0,16.0,244000.0,340000.0,292400.0
Apartment,South,Zurrieq,3.0,Furnished,11,2.0,124.0,3.5,245000.0,480000.0,292300.0
Penthouse,South,Tarxien,3.0,Plan,4,2.0,99.0,22.0,270000.0,315000.0,292000.0
Penthouse,South,Zabbar,2.0,Plan,13,2.0,87.0,50.0,230000.0,400000.0,292000.0
Townhouse,South,Marsa,2.0,Unclassified,3,1.0,88.5,44.0,266000.0,599000.0,292000.0
Penthouse,Central,Iklin,1.0,Plan,3,1.0,70.0,45.0,285000.0,319000.0,292000.0
Penthouse Duplex,Central,Birkirkara,2.0,Finished,4,2.0,132.0,84.0,197000.0,360000.0,291750.0
Apartment,East,Kappara,2.0,Finished,17,2.0,100.5,22.0,238500.0,385000.0,291500.0
Apartment,East,San Gwann,3.0,Plan,66,2.0,115.0,16.5,175000.0,470000.0,291500.0
Maisonette,Central,Hamrun,3.0,Finished,4,2.0,140.5,42.0,244500.0,365000.0,291250.0
Penthouse,North,Bugibba,2.0,Plan,2,2.0,96.5,28.5,280000.0,300000.0,290000.0
Maisonette,South,Zurrieq,3.0,Unclassified,7,2.0,122.0,25.0,239000.0,350000.0,290000.0
Apartment,Central,Birkirkara,3.0,Furnished,19,2.0,110.0,8.0,200000.0,335000.0,290000.0
Penthouse,East,Gzira,1.0,Furnished,11,1.0,46.0,10.0,230000.0,339000.0,290000.0
Apartment,South,Xghajra,3.0,Furnished,11,2.0,120.0,9.0,266000.0,313000.0,290000.0
Apartment,East,Swieqi,3.0,Shell,5,2.0,135.0,15.0,260000.0,390000.0,290000.0
Maisonette,South,Zabbar,3.0,Furnished,9,2.0,107.0,8.0,239000.0,387000.0,290000.0
Apartment,South,Ghaxaq,3.0,Shell,2,2.0,141.5,0.0,290000.0,290000.0,290000.0
Apartment,North,Saint Paul's Bay,3.0,Furnished,309,1.0,105.0,10.0,200000.0,440000.0,290000.0
Apartment,South,Ghaxaq,3.0,Plan,26,2.0,117.0,20.0,220000.0,324000.0,290000.0
Penthouse,South,Ghaxaq,1.0,Finished,6,1.5,63.0,40.0,290000.0,350000.0,290000.0
Apartment,East,Saint Julian's,2.0,Finished,69,2.0,88.0,5.0,200000.0,575000.0,290000.0
Maisonette,South,Cospicua,2.0,Furnished,2,1.0,101.5,17.0,270000.0,308000.0,289000.0
Apartment,West,Zebbug,3.0,Unclassified,29,2.0,119.0,20.0,245000.0,368000.0,289000.0
Penthouse,Gozo,Gozo - Xewkija,2.0,Shell,2,2.0,69.5,28.0,180000.0,398000.0,289000.0
Maisonette,East,Gzira,3.0,Finished,3,2.0,,,289000.0,315000.0,289000.0
Maisonette,South,Zabbar,2.0,Furnished,6,2.0,95.0,21.0,234000.0,345000.0,288500.0
Apartment,South,Marsaskala,3.0,Plan,122,2.0,105.0,14.0,214000.0,558075.0,288500.0
Maisonette,South,Kalkara,3.0,Plan,9,2.0,122.0,24.0,276000.0,351000.0,288000.0
Terraced House,Gozo,Gozo - Nadur,3.0,Plan,4,3.0,133.0,24.5,285000.0,305000.0,287500.0
Apartment,South,Qrendi,2.0,Plan,2,2.0,99.0,33.5,275000.0,300000.0,287500.0
Maisonette,North,Salina,2.0,Unclassified,2,1.0,84.5,12.5,280000.0,295000.0,287500.0
Terraced House,Gozo,Gozo - Nadur,3.0,Unclassified,6,3.0,125.0,6.5,280000.0,400000.0,287500.0
Maisonette Duplex,South,Senglea,3.0,Furnished,2,1.5,95.0,7.5,235000.0,340000.0,287500.0
Maisonette,East,Msida,2.0,Furnished,2,1.5,,,250000.0,325000.0,287500.0
Penthouse,South,Luqa,2.0,Finished,5,2.0,111.0,32.0,215000.0,372000.0,287000.0
Apartment,East,Valletta,1.0,Finished,2,1.0,42.0,21.0,287000.0,287000.0,287000.0
Apartment,South,Kirkop,3.0,Furnished,2,2.0,115.0,15.0,287000.0,287000.0,287000.0
Maisonette,West,Zebbug,2.0,Finished,5,2.0,113.5,32.5,255000.0,410000.0,287000.0
Maisonette,South,Birzebbuga,3.0,Plan,2,2.0,,,275000.0,298000.0,286500.0
Penthouse,South,Birzebbuga,1.0,Unclassified,2,1.5,67.0,32.0,272000.0,300000.0,286000.0
Apartment,South,Safi,3.0,Shell,3,2.0,,,286000.0,297000.0,286000.0
Penthouse,South,Luqa,2.0,Shell,3,2.0,71.0,30.0,215000.0,330000.0,286000.0
Apartment,South,Xghajra,3.0,Unclassified,4,2.0,115.0,10.0,250000.0,314000.0,285650.0
Apartment,East,San Gwann,3.0,Shell,6,2.0,150.0,15.0,241000.0,345000.0,285500.0
Penthouse,East,Gzira,1.0,Finished,22,1.5,71.5,26.0,190000.0,500000.0,285000.0
Penthouse,South,Fgura,3.0,Plan,6,2.0,40.0,15.0,236000.0,320000.0,285000.0
Apartment,Central,Balzan,2.0,Finished,12,2.0,92.0,16.0,225000.0,425000.0,285000.0
Maisonette,South,Qrendi,3.0,Unclassified,2,3.0,,,285000.0,285000.0,285000.0
Maisonette,East,Saint Julian's,2.0,Finished,7,2.0,76.0,14.0,260000.0,425000.0,285000.0
Maisonette,South,Marsaxlokk,2.0,Furnished,5,1.0,78.0,85.0,250000.0,305000.0,285000.0
Apartment,Gozo,Gozo - Qala,3.0,Plan,8,2.0,123.0,39.5,255000.0,359000.0,285000.0
Penthouse,Central,Naxxar,1.0,Finished,2,1.0,50.0,50.0,275000.0,295000.0,285000.0
Apartment,West,Rabat,3.0,Plan,48,2.0,122.0,14.0,259700.0,380000.0,285000.0
Penthouse,South,Zejtun,2.0,Finished,13,2.0,83.0,37.5,266000.0,320000.0,285000.0
Penthouse,East,San Gwann,1.0,Finished,11,1.0,51.0,29.0,235000.0,330000.0,285000.0
Apartment,Central,Swatar,3.0,Furnished,12,2.0,105.0,6.0,255000.0,372000.0,285000.0
Penthouse,South,Zurrieq,2.0,Furnished,3,2.0,83.0,38.5,285000.0,372000.0,285000.0
Apartment,West,Mtarfa,3.0,Shell,9,2.0,97.0,21.0,260000.0,315000.0,285000.0
Penthouse,Central,Birkirkara,2.0,Furnished,6,1.0,70.0,30.0,240000.0,309000.0,284500.0
Apartment,South,Marsaxlokk,3.0,Finished,46,2.0,110.0,18.0,201000.0,525000.0,283350.0
Maisonette,Gozo,Gozo - Gharb,2.0,Plan,2,2.0,50.5,10.0,258000.0,308000.0,283000.0
Maisonette,South,Zabbar,3.0,Finished,16,2.0,113.5,19.0,250000.0,395000.0,282500.0
Penthouse,Gozo,Gozo - Gharb,2.0,Finished,2,2.5,83.0,23.0,245000.0,320000.0,282500.0
Penthouse,Central,Swatar,2.0,Plan,4,2.0,,,266000.0,309000.0,282500.0
Maisonette,Central,Hamrun,2.0,Finished,2,1.5,,,270000.0,295000.0,282500.0
Apartment,Central,Attard,3.0,Plan,17,2.0,125.0,17.0,265000.0,430000.0,282500.0
Maisonette,South,Paola,3.0,Shell,2,1.0,,,250000.0,314000.0,282000.0
Apartment,South,Zabbar,3.0,Furnished,11,2.0,116.5,9.0,234000.0,320000.0,282000.0
Apartment,South,Qrendi,3.0,Unclassified,3,2.0,,,235000.0,319000.0,282000.0
