Is_Sale,Source,Reference,Town,Type,Stage,Bedrooms,Bathrooms,TotalSqm,IntArea,ExtArea,Price
True,Belair,307957,Birkirkara,Apartment,Finished,2,2,91,,,215000
True,Belair,505209,Gzira,Apartment,Plan,2,2,90,,,215000
True,Belair,137769,Mellieha,Apartment,Finished,1,1,76,,,218000
True,Belair,505218,Gzira,Apartment,Plan,2,2,93,,,219000
True,Belair,505544,Gzira,Duplex Apartment,Plan,1,1,55,,,220000
True,Belair,505424,Birkirkara,Ground Floor Maisonette,Plan,2,2,112,,,220000
True,Belair,307961,Birkirkara,Apartment,Finished,2,2,95,,,220000
True,Belair,505418,Birkirkara,Apartment,Plan,2,2,91,,,220000
True,Belair,505522,Mosta,Apartment,Shell,2,2,106,,,220000
True,Belair,505417,Birkirkara,Apartment,Plan,2,2,90,,,220000
True,Belair,505521,Mosta,Apartment,Shell,2,2,106,,,220000
True,Belair,307960,Birkirkara,Apartment,Finished,2,2,91,,,220000
True,Belair,505416,Birkirkara,Apartment,Plan,2,2,99,,,220000
True,Belair,308028,Mosta,Townhouse,Unclassified,1,1,60,,,223000
True,Belair,505433,Zejtun,Apartment,Plan,2,2,127,,,224000
True,Belair,505259,Fgura,Apartment,Plan,3,2,108,,,225000
True,Belair,505351,Msida,Ground Floor Maisonette,Finished,2,2,86,,,225000
True,Belair,505220,Gzira,Apartment,Plan,2,2,93,,,225000
True,Belair,505260,Fgura,Apartment,Plan,3,2,108,,,225000
True,Belair,505420,Birkirkara,Penthouse,Plan,1,2,171,,,225000
True,Belair,505527,Mosta,Apartment,Finished,2,2,99,,,225000
True,Belair,505526,Mosta,Apartment,Finished,2,2,99,,,225000
True,Belair,505219,Gzira,Apartment,Plan,2,2,96,,,225000
True,Belair,505227,Mosta,Apartment,Finished,2,2,100,,,225000
True,Belair,505221,Gzira,Apartment,Plan,2,2,96,,,229000
True,Belair,505081,Mosta,Penthouse,Finished,1,1,87,,,239000
True,Belair,503009,Ghaxaq,Apartment,Finished,3,2,160,,,240000
True,Belair,307334,Birkirkara,Townhouse,Unclassified,3,2,115,,,225000
True,Belair,505384,San Gwann,Apartment,Unclassified,3,2,141,,,230000
True,Belair,504040,Gwardamangia,Apartment,Furnished,3,2,100,,,235000
